stable_id	description
WBGene00288934	Is predicted to encode a protein with the following domains: Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2; and Ubiquitin-conjugating enzyme/RWD-like. Is an ortholog of C. elegans chrIII_pilon.g8670 and ubc-7.
WBGene00288935	Predicted to be part of transcription repressor complex.
WBGene00288936	Predicted to enable DNA binding activity and zinc ion binding activity.
WBGene00288937	none available
WBGene00288938	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation and signal transduction. Is an ortholog of C. elegans rsks-1; R04A9.7; and chrX_pilon.g18267. In C. elegans, rsks-1 is involved in determination of adult lifespan; nematode larval development; and positive regulation of metabolic process.
WBGene00288939	none available
WBGene00288940	Is predicted to encode a protein with the following domains: Leucine Rich repeat; F-box-like; Leucine-rich repeat; F-box domain; Leucine-rich repeat, cysteine-containing subtype; and Leucine-rich repeat domain superfamily. Is an ortholog of C. elegans gadr-2; fbxl-1; and chrIV_pilon.g11326.
WBGene00288941	Predicted to enable ATP binding activity; ATP hydrolysis activity; and unfolded protein binding activity. Predicted to be involved in protein folding. Predicted to be located in cytosol. Predicted to be part of chaperonin-containing T-complex. Is an ortholog of C. elegans cct-2 and chrII_pilon.g5370.
WBGene00288942	Predicted to be involved in interstrand cross-link repair. Predicted to be part of Fanconi anaemia nuclear complex.
WBGene00288943	Predicted to be involved in 'de novo' IMP biosynthetic process. Is an ortholog of C. elegans chrII_pilon.g4233 and paic-1.
WBGene00288944	none available
WBGene00288945	none available
WBGene00288946	Predicted to be involved in signal transduction. Is an ortholog of C. elegans chrIII_pilon.g8356 and mig-10. In C. elegans, mig-10 is involved in several processes, including cell migration; cell projection organization; and oviposition.
WBGene00288947	none available
WBGene00288948	Is predicted to encode a protein with the following domains: Potential Queuosine, Q, salvage protein family and Queuosine salvage protein family. Is an ortholog of C. elegans C11D2.4 and chrIV_pilon.g10559.
WBGene00288949	none available
WBGene00288950	none available
WBGene00288951	none available
WBGene00288952	Predicted to enable peptidase inhibitor activity. Predicted to be located in extracellular region.
WBGene00288953	none available
WBGene00288954	none available
WBGene00288955	none available
WBGene00288956	none available
WBGene00288957	Predicted to enable protein dimerization activity.
WBGene00288958	none available
WBGene00288959	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of C. elegans chrV_pilon.g15014 and slc-17.8.
WBGene00288960	none available
WBGene00288961	Predicted to enable 7S RNA binding activity and semaphorin receptor activity. Predicted to be involved in SRP-dependent cotranslational protein targeting to membrane and semaphorin-plexin signaling pathway. Predicted to be part of signal recognition particle. Is an ortholog of C. elegans chrIV_pilon.g9601 and plx-1. In C. elegans, plx-1 is involved in epidermis development; male anatomical structure morphogenesis; and regulation of cellular component movement.
WBGene00288962	none available
WBGene00288963	Is predicted to encode a protein with the following domains: 5'-AMP-activated protein kinase beta subunit, interaction domain; Glycogen recognition site of AMP-activated protein kinase; Association with the SNF1 complex (ASC) domain; Immunoglobulin-like fold; Immunoglobulin E-set; AMP-activated protein kinase, glycogen-binding domain; and ASC domain superfamily.
WBGene00288964	Is predicted to encode a protein with the following domains: Ras of Complex, Roc, domain of DAPkinase and P-loop containing nucleoside triphosphate hydrolase. Is an ortholog of C. elegans F08G12.1 and chrX_pilon.g20046.
WBGene00288965	Predicted to be involved in mitochondrial fusion. Is an ortholog of C. elegans chrV_pilon.g16001 and miga-1.
WBGene00288966	Is predicted to encode a protein with the following domains: Surfeit locus protein 6; Surfeit locus 6; and Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain. Is an ortholog of C. elegans ZK546.14 and chrII_pilon.g4374.
WBGene00288967	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD repeat protein 35; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrX_pilon.g19089 and ifta-1. In C. elegans, ifta-1 is involved in chemotaxis; intraciliary transport; and non-motile cilium assembly.
WBGene00288968	none available
WBGene00288969	Predicted to be involved in attachment of GPI anchor to protein. Predicted to be part of GPI-anchor transamidase complex. Is an ortholog of C. elegans chrV_pilon.g15653 and pigt-1.
WBGene00288970	Predicted to enable several functions, including ATP binding activity; DNA binding activity; and DNA helicase activity. Predicted to be involved in nucleobase-containing compound metabolic process. Is an ortholog of C. elegans chrI_pilon.g2081 and rtel-1. In C. elegans, rtel-1 is involved in regulation of double-strand break repair via homologous recombination.
WBGene00288971	Predicted to enable oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor.
WBGene00288972	Predicted to enable oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. Is an ortholog of C. elegans chrV_pilon.g13269.
WBGene00288973	none available
WBGene00288974	none available
WBGene00288975	Is predicted to encode a protein with the following domains: Component of IIS longevity pathway SMK-1; Domain of unknown function DUF625; PH-like domain superfamily; and Armadillo-type fold. Is an ortholog of C. elegans chrV_pilon.g15031 and smk-1. In C. elegans, smk-1 is involved in several processes, including defense response to bacterium; negative regulation of mitotic DNA damage checkpoint; and response to radiation.
WBGene00288976	Predicted to enable protein phosphatase regulator activity. Predicted to be involved in signal transduction. Predicted to be part of protein phosphatase type 2A complex. Is an ortholog of C. elegans pptr-1. In C. elegans, pptr-1 is involved in several processes, including P granule assembly; determination of adult lifespan; and negative regulation of insulin receptor signaling pathway.
WBGene00288977	none available
WBGene00288978	Predicted to enable peptidase inhibitor activity. Predicted to be located in extracellular region.
WBGene00288979	Predicted to enable voltage-gated potassium channel activity. Predicted to be involved in potassium ion transport; protein homooligomerization; and transmembrane transport. Predicted to be located in membrane. Predicted to be part of voltage-gated potassium channel complex.
WBGene00288980	none available
WBGene00288981	none available
WBGene00288982	Is predicted to encode a protein with the following domains: Leucine Rich repeats (2 copies); Leucine-rich repeat; Leucine-rich repeat, typical subtype; Leucine rich repeat 4; and Leucine-rich repeat domain superfamily. Is an ortholog of C. elegans chrII_pilon.g5116 and sds-22. In C. elegans, sds-22 is involved in negative regulation of centriole replication.
WBGene00288983	none available
WBGene00288984	none available
WBGene00288985	Is predicted to encode a protein with the following domains: Histidine phosphatase superfamily (branch 2); Histidine phosphatase superfamily, clade-2; and Histidine phosphatase superfamily.
WBGene00288986	Predicted to enable lipid binding activity.
WBGene00288987	Is predicted to encode a protein with the following domains: CRAL/TRIO domain; CRAL-TRIO lipid binding domain; GOLD domain superfamily; and CRAL-TRIO lipid binding domain superfamily. Is an ortholog of C. elegans C11H1.9 and chrX_pilon.g20560.
WBGene00288988	Predicted to enable thiol-dependent deubiquitinase. Predicted to be involved in protein deubiquitination and ubiquitin-dependent protein catabolic process. Is an ortholog of C. elegans chrII_pilon.g5145 and ubh-4. In C. elegans, ubh-4 is involved in negative regulation of proteasomal ubiquitin-dependent protein catabolic process and protein deubiquitination.
WBGene00288989	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily.
WBGene00288990	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans cft-1 and chrX_pilon.g20822 and members of the C. elegans mrp gene class including mrp-2.
WBGene00288991	Predicted to enable SUMO transferase activity. Is an ortholog of C. elegans ubc-9; uev-2; and chrIV_pilon.g10240. In C. elegans, ubc-9 is involved in several processes, including negative regulation of transcription by RNA polymerase II; pharyngeal muscle development; and protein sumoylation.
WBGene00288992	Predicted to enable ubiquitin protein ligase binding activity. Predicted to be involved in ubiquitin-dependent protein catabolic process. Is an ortholog of C. elegans chrII_pilon.g4988 and cul-4. In C. elegans, cul-4 is involved in proteasome-mediated ubiquitin-dependent protein catabolic process.
WBGene00288993	Is predicted to encode a protein with the following domains: Leucine rich repeat; Leucine-rich repeat; Leucine-rich repeat, typical subtype; and Leucine-rich repeat domain superfamily. Is an ortholog of B. malayi Bm7491.
WBGene00288994	none available
WBGene00288995	none available
WBGene00288996	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans C03B1.5 and chrX_pilon.g19218.
WBGene00288997	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans cst-1; cst-2; and chrX_pilon.g18899.
WBGene00288998	none available
WBGene00288999	Predicted to be involved in regulation of signal transduction. Predicted to be located in collagen-containing extracellular matrix. Predicted to be anchored component of plasma membrane.
WBGene00289000	Predicted to be located in membrane. Is an ortholog of C. elegans chrX_pilon.g18376 and unc-1. In C. elegans, unc-1 is involved in positive regulation of cell communication by electrical coupling and response to xenobiotic stimulus.
WBGene00289001	none available
WBGene00289002	none available
WBGene00289003	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in proteolysis.
WBGene00289004	none available
WBGene00289005	none available
WBGene00289006	none available
WBGene00289007	none available
WBGene00289008	none available
WBGene00289009	none available
WBGene00289010	none available
WBGene00289011	none available
WBGene00289012	Predicted to be involved in regulation of GTPase activity. Is an ortholog of C. elegans chrI_pilon.g1491; chrI_pilon.g1493; and rbg-2.
WBGene00289013	none available
WBGene00289014	Is predicted to encode a protein with the following domain: PH-like domain superfamily.
WBGene00289015	none available
WBGene00289016	Predicted to enable ATP binding activity and ATP hydrolysis activity. Is an ortholog of C. elegans chrI_pilon.g153 and vps-4. In C. elegans, vps-4 is involved in mechanosensory behavior and protein localization to postsynaptic membrane.
WBGene00289017	none available
WBGene00289018	Predicted to enable enzyme regulator activity.
WBGene00289019	none available
WBGene00289020	Is predicted to encode a protein with the following domains: Vps4 C terminal oligomerisation domain and Vps4 oligomerisation, C-terminal. Is an ortholog of C. elegans chrI_pilon.g153 and vps-4. In C. elegans, vps-4 is involved in mechanosensory behavior and protein localization to postsynaptic membrane.
WBGene00289021	none available
WBGene00289022	Is predicted to encode a protein with the following domain: Ribonuclease H-like superfamily.
WBGene00289023	Is predicted to encode a protein with the following domains: Scd6-like Sm domain; FDF domain; LSM domain superfamily; FDF domain; and Lsm14-like, N-terminal. Is an ortholog of C. elegans car-1 and chrI_pilon.g2610. In C. elegans, car-1 is involved in positive regulation of gene expression.
WBGene00289024	none available
WBGene00289025	Is predicted to encode a protein with the following domains: Domain of unknown function (DUF932) and Protein of unknown function DUF932.
WBGene00289026	none available
WBGene00289027	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrIII_pilon.g7852 and mapk-15. In C. elegans, mapk-15 is involved in dopamine uptake; protein localization to ciliary transition zone; and regulation of cilium assembly.
WBGene00289028	Is predicted to encode a protein with the following domains: NFACT protein RNA binding domain and NFACT, RNA-binding domain. Is an ortholog of C. elegans Y54G11A.2; F43C1.7; and chrII_pilon.g6506.
WBGene00289029	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in centriole replication and protein phosphorylation. Predicted to be located in centriole.
WBGene00289030	Predicted to enable thiol-dependent deubiquitinase. Predicted to be involved in protein deubiquitination. Is an ortholog of C. elegans math-33; H34C03.2; and T24B8.7.
WBGene00289031	none available
WBGene00289032	Predicted to enable nucleic acid binding activity. Is an ortholog of C. elegans ZK121.2 and chrIII_pilon.g7694.
WBGene00289033	Predicted to enable 4 iron, 4 sulfur cluster binding activity and oxidoreductase activity, acting on NAD(P)H. Predicted to be located in membrane. Is an ortholog of C. elegans T20H4.5 and chrIII_pilon.g8117. In C. elegans, T20H4.5 is involved in mitochondrial electron transport, NADH to ubiquinone and response to xenobiotic stimulus.
WBGene00289034	none available
WBGene00289035	Predicted to enable protein dimerization activity.
WBGene00289036	Predicted to enable extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrIII_pilon.g6889 and lgc-46.
WBGene00289037	Predicted to enable GTP binding activity. Is an ortholog of C. elegans C26E6.12 and chrIII_pilon.g7595.
WBGene00289038	Is predicted to encode a protein with the following domains: Tetratricopeptide repeat protein 5 OB fold domain; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat; Tetratricopeptide repeat protein 5, OB fold domain; and TTC5, OB fold domain superfamily. Is an ortholog of C. elegans Y37E3.1 and chrI_pilon.g280.
WBGene00289039	none available
WBGene00289040	none available
WBGene00289041	Is predicted to encode a protein with the following domains: Cyclin, C-terminal domain; Cyclin, N-terminal domain; Cyclin, C-terminal domain; Cyclin, N-terminal; Cyclin-like; Cyclin-like superfamily; and Cyclin. Is an ortholog of C. elegans cya-1; cya-2; and F08F1.9. In C. elegans, cya-1 is involved in meiotic cell cycle.
WBGene00289042	Is predicted to encode a protein with the following domains: C2H2-type zinc finger; Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of B. malayi Bm10628.
WBGene00289043	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily.
WBGene00289044	none available
WBGene00289045	none available
WBGene00289046	none available
WBGene00289047	none available
WBGene00289048	Predicted to enable DNA binding activity. Predicted to be located in nucleus. Is an ortholog of B. malayi Bm4188 and Bm9858.
WBGene00289049	Predicted to be involved in TOR signaling. Predicted to be part of TORC1 complex and TORC2 complex. Is an ortholog of C. elegans chrI_pilon.g769 and mlst-8. In C. elegans, mlst-8 is involved in mesendoderm development.
WBGene00289050	Predicted to enable flavin adenine dinucleotide binding activity; oxidoreductase activity; and protein dimerization activity.
WBGene00289051	none available
WBGene00289052	Predicted to be integral component of membrane.
WBGene00289053	Predicted to be involved in nucleosome assembly. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIV_pilon.g11066 and nap-1.
WBGene00289054	none available
WBGene00289055	Predicted to be involved in signal transduction.
WBGene00289056	Predicted to be involved in nucleosome assembly. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIV_pilon.g11066 and nap-1.
WBGene00289057	Predicted to enable cation transmembrane transporter activity. Predicted to be involved in cation transport and transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans cdf-1 and chrX_pilon.g19253. In C. elegans, cdf-1 is involved in cellular response to zinc ion; positive regulation of Ras protein signal transduction; and positive regulation of vulval development.
WBGene00289058	Is predicted to encode a protein with the following domains: Fibronectin type III domain; Fibronectin type III; Immunoglobulin-like fold; and Fibronectin type III superfamily.
WBGene00289059	Is predicted to encode a protein with the following domains: EGF-like domain and Six-bladed beta-propeller, TolB-like. Is an ortholog of C. elegans ten-1; F28B4.3; and irg-7. In C. elegans, ten-1 is involved in several processes, including body morphogenesis; inductive cell migration; and system development.
WBGene00289060	Is an ortholog of C. elegans F52E4.5 and chrX_pilon.g18697.
WBGene00289061	Is predicted to encode a protein with the following domain: ISXO2-like transposase domain. Is an ortholog of B. malayi Bm9932.
WBGene00289062	Is predicted to encode a protein with the following domains: GDSL-like Lipase/Acylhydrolase family; SGNH hydrolase-type esterase domain; and SGNH hydrolase superfamily. Is an ortholog of B. malayi Bm10153.
WBGene00289063	none available
WBGene00289064	none available
WBGene00289065	Is predicted to encode a protein with the following domains: Double-stranded RNA binding motif and Double-stranded RNA-binding domain.
WBGene00289066	none available
WBGene00289067	none available
WBGene00289068	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans twk-22; twk-21; and chrX_pilon.g20870.
WBGene00289069	none available
WBGene00289070	Predicted to enable DNA binding activity; DNA-directed DNA polymerase activity; and nucleotide binding activity. Is an ortholog of C. elegans F10C2.4 and chrV_pilon.g15906.
WBGene00289071	Predicted to enable ATP binding activity and nucleic acid binding activity. Is an ortholog of C. elegans C24H12.4 and chrII_pilon.g3108.
WBGene00289072	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrIII_pilon.g8901 and epg-6. In C. elegans, epg-6 is involved in autophagosome assembly.
WBGene00289073	none available
WBGene00289074	none available
WBGene00289075	Predicted to enable RNA binding activity. Is an ortholog of C. elegans chrII_pilon.g5581 and pno-1.
WBGene00289076	Predicted to enable carbohydrate binding activity and hydrolase activity, hydrolyzing O-glycosyl compounds. Predicted to be involved in G protein-coupled receptor signaling pathway and carbohydrate metabolic process. Is an ortholog of C. elegans aagr-4 and chrX_pilon.g18277.
WBGene00289077	Is predicted to encode a protein with the following domains: Golgin subfamily A member 7/ERF4 family and Golgin subfamily A member 7/ERF4. Is an ortholog of C. elegans Y57G11C.33 and chrIV_pilon.g12509.
WBGene00289078	Is predicted to encode a protein with the following domains: Zinc finger C2H2-type and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans tra-4; F58G1.2; and chrX_pilon.g18666.
WBGene00289079	none available
WBGene00289080	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans micu-1; C56A3.6; and chrV_pilon.g16268.
WBGene00289081	none available
WBGene00289082	Predicted to be located in membrane. Is an ortholog of C. elegans mec-2 and chrX_pilon.g20101 and members of the C. elegans sto gene class including sto-6. In C. elegans, mec-2 is involved in positive regulation of detection of mechanical stimulus involved in sensory perception of touch; positive regulation of mechanosensory behavior; and response to mechanical stimulus.
WBGene00289083	none available
WBGene00289084	none available
WBGene00289085	none available
WBGene00289086	none available
WBGene00289087	none available
WBGene00289088	none available
WBGene00289089	none available
WBGene00289090	none available
WBGene00289091	none available
WBGene00289092	none available
WBGene00289093	Is predicted to encode a protein with the following domain: ISXO2-like transposase domain. Is an ortholog of B. malayi Bm9932.
WBGene00289094	none available
WBGene00289095	none available
WBGene00289096	none available
WBGene00289097	none available
WBGene00289098	Predicted to enable UFM1 ligase activity. Predicted to be involved in protein ufmylation. Is an ortholog of C. elegans chrIV_pilon.g10737 and ufl-1.
WBGene00289099	Predicted to enable ATP binding activity and mismatched DNA binding activity. Predicted to be involved in mismatch repair. Is an ortholog of C. elegans chrII_pilon.g4925 and him-14. In C. elegans, him-14 is involved in chiasma assembly; embryo development; and resolution of meiotic recombination intermediates.
WBGene00289100	Is predicted to encode a protein with the following domain: NAD(P)-binding domain superfamily.
WBGene00289101	Predicted to enable phosphatidylinositol binding activity. Is an ortholog of C. elegans chrIV_pilon.g11697 and nish-1.
WBGene00289102	Predicted to enable ATP binding activity and ATP hydrolysis activity. Is an ortholog of C. elegans chrIII_pilon.g8912 and orc-1.
WBGene00289103	Predicted to enable pyridoxal phosphate binding activity and transaminase activity. Is an ortholog of C. elegans chrIV_pilon.g11081 and eppl-1.
WBGene00289104	Is predicted to encode a protein with the following domains: CSN8/PSMD8/EIF3K family and CSN8/PSMD8/EIF3K.
WBGene00289105	none available
WBGene00289106	none available
WBGene00289107	none available
WBGene00289108	Predicted to enable ATP binding activity; calmodulin binding activity; and calmodulin-dependent protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrIV_pilon.g11571 and unc-43. In C. elegans, unc-43 is involved in several processes, including MAPK cascade; medium-term memory; and protein phosphorylation.
WBGene00289109	Is predicted to encode a protein with the following domains: PAP2 superfamily C-terminal and Sphingomyelin synthase-like domain. Is an ortholog of C. elegans chrIV_pilon.g11865 and sms-1.
WBGene00289110	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation.
WBGene00289111	none available
WBGene00289112	Is predicted to encode a protein with the following domains: HIT zinc finger and Zinc finger, HIT-type. Is an ortholog of C. elegans chrV_pilon.g15449 and zhit-3.
WBGene00289113	Predicted to enable G protein-coupled peptide receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrV_pilon.g15772 and dmsr-1. In C. elegans, dmsr-1 is involved in regulation of cellular response to heat and regulation of circadian sleep/wake cycle, sleep.
WBGene00289114	none available
WBGene00289115	Predicted to enable chaperone binding activity. Predicted to be involved in protein import into mitochondrial matrix. Is an ortholog of C. elegans chrI_pilon.g1090 and tin-44.
WBGene00289116	Predicted to enable protein dimerization activity.
WBGene00289117	Is predicted to encode a protein with the following domains: Ankyrin repeats (3 copies); Ankyrin repeat; Ankyrin repeat-containing domain; and Ankyrin repeat-containing domain superfamily. Is an ortholog of C. elegans gfi-2.
WBGene00289118	none available
WBGene00289119	none available
WBGene00289120	none available
WBGene00289121	Predicted to enable glucosamine 6-phosphate N-acetyltransferase activity. Predicted to be involved in UDP-N-acetylglucosamine biosynthetic process. Is an ortholog of C. elegans gna-2; gna-1; and chrV_pilon.g15487.
WBGene00289122	Predicted to enable phosphotransferase activity, for other substituted phosphate groups. Predicted to be a structural constituent of ribosome. Predicted to be involved in phospholipid biosynthetic process and translation. Predicted to be located in membrane and ribosome. Is an ortholog of C. elegans chrV_pilon.g18180 and mrps-12.
WBGene00289123	none available
WBGene00289124	Predicted to be involved in snRNA processing. Predicted to be part of integrator complex. Is an ortholog of C. elegans chrV_pilon.g14755 and ints-9.
WBGene00289125	none available
WBGene00289126	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans zag-1 and hinf-1 and members of the C. elegans ceh gene class including ceh-41.
WBGene00289127	Predicted to be involved in intracellular protein transport. Predicted to be located in cis-Golgi network and membrane. Is an ortholog of C. elegans chrI_pilon.g431 and cogc-3. In C. elegans, cogc-3 is involved in gonad morphogenesis and regulation of cell migration.
WBGene00289128	Predicted to enable GTP binding activity and GTPase activity. Predicted to be involved in defense response to bacterium; intracellular transport; and phagosome maturation. Predicted to be located in phagocytic vesicle; recycling endosome; and trans-Golgi network. Is an ortholog of C. elegans chrX_pilon.g20771 and rab-14. In C. elegans, rab-14 is involved in phagolysosome assembly involved in apoptotic cell clearance and phagosome acidification involved in apoptotic cell clearance.
WBGene00289129	Predicted to be involved in mRNA splicing, via spliceosome. Is an ortholog of C. elegans phf-5.
WBGene00289130	Predicted to enable calmodulin binding activity; microtubule binding activity; and spectrin binding activity. Predicted to be involved in neuron projection development. Is an ortholog of C. elegans chrX_pilon.g20962 and ptrn-1. In C. elegans, ptrn-1 is involved in cytoplasmic microtubule organization and nematode larval development.
WBGene00289131	Is predicted to encode a protein with the following domains: Zinc finger, LIM-type; Transglutaminase-like; and Papain-like cysteine peptidase superfamily. Is an ortholog of C. elegans chrII_pilon.g5157 and ltd-1.
WBGene00289132	Is predicted to encode a protein with the following domains: Transposase (partial DDE domain); Transposase, type 1; and Winged helix-like DNA-binding domain superfamily.
WBGene00289133	Is predicted to encode a protein with the following domains: Myosin-binding striated muscle assembly central; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; Armadillo-type fold; Tetratricopeptide repeat; and UNC-45/Cro1/She4, central domain. Is an ortholog of C. elegans chrIII_pilon.g6765 and unc-45. In C. elegans, unc-45 is involved in several processes, including embryo development; oviposition; and sarcomere organization.
WBGene00289134	Predicted to enable GTPase activator activity. Predicted to be involved in positive regulation of GTPase activity. Is an ortholog of C. elegans chrX_pilon.g18350 and tbc-11. In C. elegans, tbc-11 is involved in cuticle development and positive regulation of gene silencing by miRNA.
WBGene00289135	Predicted to enable ubiquitin-protein transferase activity and zinc ion binding activity. Is an ortholog of C. elegans ubr-5; F25E5.1; and chrV_pilon.g14718.
WBGene00289136	none available
WBGene00289137	Predicted to be involved in axon guidance. Predicted to be located in membrane. Is an ortholog of C. elegans chrX_pilon.g19926 and sdn-1. In C. elegans, sdn-1 is involved in embryo development; epidermis morphogenesis; and nematode larval development.
WBGene00289138	Predicted to enable several functions, including ubiquitin binding activity; ubiquitin-protein transferase activity; and zinc ion binding activity. Is an ortholog of C. elegans ubr-5; F25E5.1; and chrV_pilon.g14718.
WBGene00289139	none available
WBGene00289140	none available
WBGene00289141	Is predicted to encode a protein with the following domains: Inhibitor of apoptosis-promoting Bax1 and Bax inhibitor 1-related. Is an ortholog of C. elegans chrX_pilon.g19693 and tmbi-4.
WBGene00289142	Predicted to be involved in mRNA splicing, via spliceosome. Predicted to be part of spliceosomal complex. Is an ortholog of C. elegans chrV_pilon.g17010 and cwc-15.
WBGene00289143	Predicted to enable ATP binding activity; lysine-tRNA ligase activity; and nucleic acid binding activity. Predicted to be involved in lysyl-tRNA aminoacylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrII_pilon.g4927 and kars-1. In C. elegans, kars-1 is involved in several processes, including determination of adult lifespan; positive regulation of nematode larval development; and regulation of brood size.
WBGene00289144	Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family; CAP domain; and CAP superfamily.
WBGene00289145	none available
WBGene00289146	none available
WBGene00289147	none available
WBGene00289148	none available
WBGene00289149	none available
WBGene00289150	Predicted to enable nucleic acid binding activity and zinc ion binding activity.
WBGene00289151	none available
WBGene00289152	none available
WBGene00289153	none available
WBGene00289154	Predicted to enable G-protein beta-subunit binding activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be part of heterotrimeric G-protein complex.
WBGene00289155	none available
WBGene00289156	none available
WBGene00289157	Predicted to enable RNA binding activity and pseudouridine synthase activity. Predicted to be involved in RNA processing and pseudouridine synthesis. Is an ortholog of C. elegans K01G5.5 and chrIII_pilon.g8934.
WBGene00289158	none available
WBGene00289159	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g18796 and tsp-17. In C. elegans, tsp-17 is involved in cellular response to paraquat; regulation of dopamine uptake involved in synaptic transmission; and regulation of response to oxidative stress.
WBGene00289160	Predicted to enable NAD+ binding activity and oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor. Predicted to be involved in fatty acid metabolic process.
WBGene00289161	Is predicted to encode a protein with the following domains: PDZ domain and PDZ superfamily.
WBGene00289162	none available
WBGene00289163	Predicted to enable 3',5'-cyclic-nucleotide phosphodiesterase activity. Predicted to be involved in signal transduction. Is an ortholog of B. malayi Bm5547.
WBGene00289164	Is predicted to encode a protein with the following domains: Thioredoxin-like; Thioredoxin-like fold; and Thioredoxin-like superfamily.
WBGene00289165	Is predicted to encode a protein with the following domains: Thioredoxin-like; Thioredoxin-like fold; and Thioredoxin-like superfamily. Is an ortholog of C. elegans trx-3; R05H5.3; and chrIV_pilon.g10208.
WBGene00289166	Predicted to enable DNA binding activity. Is an ortholog of C. elegans chrV_pilon.g18099; chrV_pilon.g18005; and chrV_pilon.g18004.
WBGene00289167	none available
WBGene00289168	Is predicted to encode a protein with the following domains: Thioredoxin-like; Thioredoxin-like fold; and Thioredoxin-like superfamily. Is an ortholog of C. elegans C32D5.8; F17B5.1; and T20D4.7.
WBGene00289169	Is predicted to encode a protein with the following domains: Mitochondrial carrier protein; Mitochondrial substrate/solute carrier; and Mitochondrial carrier domain superfamily. Is an ortholog of C. elegans C47E12.2 and chrIV_pilon.g11468.
WBGene00289170	Predicted to enable phosphatidylinositol N-acetylglucosaminyltransferase activity. Predicted to be involved in GPI anchor biosynthetic process. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrIV_pilon.g11782 and pigq-1.
WBGene00289171	Is predicted to encode a protein with the following domains: Ankyrin repeats (3 copies); ZU5 domain; Ankyrin repeat; Ankyrin repeats (many copies); Ankyrin repeats (many copies); ZU5 domain; Ankyrin repeat; Ankyrin repeat-containing domain; and Ankyrin repeat-containing domain superfamily. Is an ortholog of C. elegans chrIV_pilon.g10535 and unc-44. In C. elegans, unc-44 is involved in several processes, including axon guidance; establishment or maintenance of cytoskeleton polarity; and negative regulation of microtubule polymerization.
WBGene00289172	Predicted to enable hydrolase activity.
WBGene00289173	Is predicted to encode a protein with the following domain: Metallo-dependent phosphatase-like. Is an ortholog of B. malayi Bm10325; Bm9015; and Bm9016.
