stable_id	description
WBGene00239351	Predicted to be involved in vesicle-mediated transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g18371 and sec-22. In C. elegans, sec-22 is involved in IRE1-mediated unfolded protein response.
WBGene00239352	Predicted to enable NADP binding activity; flavin adenine dinucleotide binding activity; and glutathione-disulfide reductase (NADPH) activity. Predicted to be involved in cell redox homeostasis and glutathione metabolic process. Is an ortholog of C. elegans chrIII_pilon.g7288 and gsr-1. In C. elegans, gsr-1 is involved in several processes, including cell redox homeostasis; ecdysis, collagen and cuticulin-based cuticle; and response to superoxide.
WBGene00239353	Is predicted to encode a protein with the following domains: Sep15/SelM redox domain; Selenoprotein F/M domain; Thioredoxin-like superfamily; Selenoprotein F/M, thioredoxin-like domain superfamily; and Selenoprotein F/M. Is an ortholog of C. elegans Y76B12C.3 and chrIV_pilon.g9753.
WBGene00239354	none available
WBGene00239355	Predicted to enable catalytic activity. Is an ortholog of C. elegans F13D11.4 and chrX_pilon.g19128.
WBGene00239356	Predicted to enable RNA binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrV_pilon.g15463 and fubl-1.
WBGene00239357	none available
WBGene00239358	none available
WBGene00239359	Is predicted to encode a protein with the following domains: BTG family; Anti-proliferative protein; and BTG-like domain superfamily. Is an ortholog of B. malayi Bm18637.
WBGene00239360	Predicted to enable FMN binding activity and oxidoreductase activity. Is an ortholog of C. elegans F48E8.3 and chrIII_pilon.g7714.
WBGene00239361	Predicted to enable protein serine/threonine phosphatase inhibitor activity. Is an ortholog of B. malayi Bm4165 and Bm9125.
WBGene00239362	Is an ortholog of B. malayi Bm4257 and Bm9270.
WBGene00239363	Predicted to enable protein heterodimerization activity. Is an ortholog of B. malayi Bm9124 and Bm9269.
WBGene00239364	none available
WBGene00239365	Predicted to enable glycosyltransferase activity. Predicted to be located in membrane. Is an ortholog of C. elegans T14B4.9 and chrII_pilon.g4841.
WBGene00239366	Predicted to enable glycosyltransferase activity. Predicted to be located in membrane. Is an ortholog of C. elegans T14B4.9 and chrII_pilon.g4841.
WBGene00239367	Predicted to enable catalytic activity. Is an ortholog of C. elegans F07C3.3; M03F8.5; and chrV_pilon.g15203.
WBGene00239368	Predicted to enable translation initiation factor activity and translation initiation factor binding activity. Predicted to be involved in translational initiation. Predicted to be part of eukaryotic translation initiation factor 3 complex. Is an ortholog of C. elegans chrI_pilon.g1945 and eif-3.C.
WBGene00239369	Is an ortholog of B. malayi Bm9123.
WBGene00239370	Is predicted to encode a protein with the following domain: Surfeit locus protein 2 (SURF2). Is an ortholog of B. malayi Bm9122.
WBGene00239371	Predicted to enable ATP binding activity; phenylalanine-tRNA ligase activity; and tRNA binding activity. Predicted to be involved in phenylalanyl-tRNA aminoacylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrI_pilon.g1099 and fars-1. In C. elegans, fars-1 is involved in translation.
WBGene00239372	Predicted to enable serine-type endopeptidase activity. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrI_pilon.g478 and rom-5.
WBGene00239373	Predicted to enable RNA binding activity and transcription coregulator activity. Predicted to be involved in RNA 5'-cap (guanine-N7)-methylation and regulation of transcription by RNA polymerase II. Predicted to be part of mRNA cap binding activity complex and mediator complex. Is an ortholog of C. elegans chrII_pilon.g4373 and mdt-4.
WBGene00239374	none available
WBGene00239375	none available
WBGene00239376	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrX_pilon.g19585 and nhr-14. In C. elegans, nhr-14 is involved in defense response to Gram-negative bacterium; iron ion homeostasis; and negative regulation of protein localization to nucleus.
WBGene00239377	Is predicted to encode a protein with the following domains: NUDIX domain; NUDIX hydrolase domain; NUDIX hydrolase-like domain superfamily; and NUDIX hydrolase. Is an ortholog of C. elegans chrV_pilon.g13521 and ndx-2.
WBGene00239378	Predicted to enable ATP binding activity; lysine-tRNA ligase activity; and nucleic acid binding activity. Predicted to be involved in lysyl-tRNA aminoacylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrII_pilon.g4927 and kars-1. In C. elegans, kars-1 is involved in several processes, including determination of adult lifespan; positive regulation of nematode larval development; and regulation of brood size.
WBGene00239379	Is predicted to encode a protein with the following domains: PCI domain; Proteasome component (PCI) domain; and Winged helix-like DNA-binding domain superfamily. Is an ortholog of C. elegans C27F2.10.
WBGene00239380	Predicted to enable ATP binding activity. Is an ortholog of C. elegans csb-1; F53H4.6; and pqn-15. In C. elegans, csb-1 is involved in UV protection and transcription-coupled nucleotide-excision repair.
WBGene00239381	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g18770 and npr-16.
WBGene00239382	none available
WBGene00239383	Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans F53B1.8 and chrX_pilon.g18571.
WBGene00239384	Is an ortholog of B. malayi Bm9309.
WBGene00239385	Predicted to be part of ESCRT I complex. Is an ortholog of C. elegans chrIV_pilon.g10937 and mvb-12. In C. elegans, mvb-12 is involved in endosome to lysosome transport via multivesicular body sorting pathway and receptor catabolic process.
WBGene00239386	Is predicted to encode a protein with the following domain: P-loop containing nucleoside triphosphate hydrolase. Is an ortholog of B. malayi Bm9310.
WBGene00239387	none available
WBGene00239388	Is an ortholog of B. malayi Bm3817.
WBGene00239389	none available
WBGene00239390	Is predicted to encode a protein with the following domains: PAP2 superfamily C-terminal and Sphingomyelin synthase-like domain. Is an ortholog of C. elegans chrX_pilon.g18354 and sms-2.
WBGene00239391	Is predicted to encode a protein with the following domains: Zinc finger, C3HC4 type (RING finger) and Zinc finger, RING/FYVE/PHD-type. Is an ortholog of B. malayi Bm17114 and Bm9314.
WBGene00239392	Is an ortholog of B. malayi Bm9315.
WBGene00239393	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans sup-9; twk-20; and chrX_pilon.g20454. In C. elegans, sup-9 is involved in regulation of muscle contraction.
WBGene00239394	none available
WBGene00239395	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g19162 and ptr-4. In C. elegans, ptr-4 is involved in endocytosis and molting cycle.
WBGene00239396	Predicted to enable O-acyltransferase activity. Is an ortholog of C. elegans chrX_pilon.g20832 and mboa-1.
WBGene00239397	Is an ortholog of B. malayi Bm1122.
WBGene00239398	Is an ortholog of B. malayi Bm7838.
WBGene00239399	Is predicted to encode a protein with the following domains: Metallo-beta-lactamase superfamily; Metallo-beta-lactamase; Ribonuclease Z/Hydroxyacylglutathione hydrolase-like; and Metallo-beta-lactamase domain-containing protein 1. Is an ortholog of C. elegans chrX_pilon.g18569 and swip-10.
WBGene00239400	Is an ortholog of B. malayi Bm18601.
WBGene00239401	Predicted to enable actin binding activity. Is an ortholog of C. elegans chrX_pilon.g18379 and pfn-3. In C. elegans, pfn-3 is involved in muscle thin filament assembly.
WBGene00239402	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation.
WBGene00239403	Is an ortholog of C. elegans C44C1.1 and chrX_pilon.g18362.
WBGene00239404	Is an ortholog of B. malayi Bm1209 and Bm305.
WBGene00239405	Predicted to enable glycosyltransferase activity. Is an ortholog of C. elegans gyg-1; T10B10.8; and gyg-2.
WBGene00239406	Is an ortholog of B. malayi Bm13564.
WBGene00239407	Is an ortholog of B. malayi Bm11032.
WBGene00239408	Is an ortholog of B. malayi Bm11031.
WBGene00239409	Is an ortholog of C. elegans F40A3.2; C23H4.8; and chrX_pilon.g20207.
WBGene00239410	Predicted to enable protein-disulfide reductase activity. Predicted to be involved in protein import into mitochondrial intermembrane space. Is an ortholog of C. elegans F11C1.1; F42H10.2; and chrX_pilon.g20335.
WBGene00239411	none available
WBGene00239412	Predicted to enable DNA binding activity. Is an ortholog of C. elegans ceh-36 and chrX_pilon.g20537. In C. elegans, ceh-36 is involved in neuron fate specification; positive regulation of transcription by RNA polymerase II; and sensory perception of chemical stimulus.
WBGene00239413	Predicted to be part of mediator complex. Is an ortholog of C. elegans chrV_pilon.g16064 and lin-25. In C. elegans, lin-25 is involved in several processes, including defense response to Gram-positive bacterium; oviposition; and vulval development.
WBGene00239414	Predicted to enable DNA binding activity. Is an ortholog of C. elegans ceh-37 and chrX_pilon.g20538. In C. elegans, ceh-37 is involved in neuron fate specification; olfactory behavior; and regulation of transcription by RNA polymerase II.
WBGene00239415	Is an ortholog of B. malayi Bm11029.
WBGene00239416	Is predicted to encode a protein with the following domains: ShK domain-like and ShKT domain. Is an ortholog of B. malayi Bm709.
WBGene00239417	Is an ortholog of C. elegans chrX_pilon.g18367 and nlf-1.
WBGene00239418	none available
WBGene00239419	Is an ortholog of B. malayi Bm9916.
WBGene00239420	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrV_pilon.g14433 and gad-1. In C. elegans, gad-1 is involved in cell migration involved in gastrulation; establishment of mitotic spindle orientation; and regulation of mitotic cell cycle.
WBGene00239421	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans cdk-8 and chrI_pilon.g1655.
WBGene00239422	Is an ortholog of B. malayi Bm9914.
WBGene00239423	Is an ortholog of B. malayi Bm9915.
WBGene00239424	none available
WBGene00239425	Is an ortholog of B. malayi Bm815.
WBGene00239426	none available
WBGene00239427	Predicted to enable neuropeptide receptor activity. Predicted to be involved in neuropeptide signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans aexr-1 and chrX_pilon.g19275.
WBGene00239428	Is predicted to encode a protein with the following domains: Ubiquinol-cytochrome C chaperone; Ubiquinol-cytochrome c chaperone, CBP3; and Ubiquinol-cytochrome c chaperone/UPF0174. Is an ortholog of C. elegans C35D10.5 and chrIII_pilon.g7567.
WBGene00239429	Predicted to enable peptidyl-aspartic acid 3-dioxygenase activity. Predicted to be involved in peptidyl-aspartic acid hydroxylation. Is an ortholog of C. elegans K09A9.6 and chrX_pilon.g20766.
WBGene00239430	none available
WBGene00239431	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g20673 and mrp-5. In C. elegans, mrp-5 is involved in cobalamin transport.
WBGene00239432	none available
WBGene00239433	Is predicted to encode a protein with the following domain: F-box-like domain superfamily. Is an ortholog of B. malayi Bm9912.
WBGene00239434	Is predicted to encode a protein with the following domains: PAP2 superfamily; Phosphatidic acid phosphatase type 2/haloperoxidase; and Phosphatidic acid phosphatase type 2/haloperoxidase superfamily. Is an ortholog of C. elegans T13C5.6 and chrX_pilon.g19193.
WBGene00239435	Predicted to enable pre-mRNA 3'-splice site binding activity and second spliceosomal transesterification activity. Predicted to be involved in mRNA splicing, via spliceosome. Is an ortholog of C. elegans chrV_pilon.g15496 and sluh-7.
WBGene00239436	Is predicted to encode a protein with the following domains: Tim10/DDP family zinc finger; Tim10-like; and Tim10-like domain superfamily. Is an ortholog of C. elegans chrIV_pilon.g12220.
WBGene00239437	Is predicted to encode a protein with the following domains: 3' exoribonuclease family, domain 1; Exoribonuclease, phosphorolytic domain 1; Ribosomal protein S5 domain 2-type fold; PNPase/RNase PH domain superfamily; and Exoribonuclease, PH domain 2 superfamily. Is an ortholog of C. elegans chrIV_pilon.g12221 and exos-4.1.
WBGene00239438	Predicted to enable RNA binding activity. Predicted to be part of exosome (RNase complex). Is an ortholog of C. elegans chrIV_pilon.g10618 and exos-2.
WBGene00239439	Predicted to enable 6-phosphogluconolactonase activity. Predicted to be involved in carbohydrate metabolic process and pentose-phosphate shunt. Is an ortholog of C. elegans Y57G11C.3 and chrIV_pilon.g12525.
WBGene00239440	Is predicted to encode a protein with the following domains: SEA domain; SEA domain; and SEA domain superfamily. Is an ortholog of B. malayi Bm9911.
WBGene00239441	Predicted to be involved in signal transduction. Is an ortholog of C. elegans arr-1 and chrX_pilon.g18355. In C. elegans, arr-1 is involved in positive regulation of growth rate.
WBGene00239442	none available
WBGene00239443	none available
WBGene00239444	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans ced-7 and chrIII_pilon.g8655. In C. elegans, ced-7 is involved in several processes, including establishment of localization; left/right axis specification; and positive regulation of distal tip cell migration.
WBGene00239445	none available
WBGene00239446	none available
WBGene00239447	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans B0280.9 and chrIII_pilon.g8080.
WBGene00239448	Predicted to be involved in protein import into nucleus. Is an ortholog of C. elegans chrI_pilon.g53 and imb-3.
WBGene00239449	Predicted to enable glutathione transferase activity. Predicted to be involved in glutathione metabolic process. Is an ortholog of C. elegans gst-1; gst-25; and gst-23. In C. elegans, gst-1 is involved in defense response to other organism; regulation of cellular response to manganese ion; and regulation of neuron death.
WBGene00239450	Predicted to enable peroxiredoxin activity. Is an ortholog of C. elegans chrIV_pilon.g9461 and prdx-6.
WBGene00239451	Predicted to be involved in protein insertion into ER membrane. Is an ortholog of C. elegans cee-1 and chrIII_pilon.g7589.
WBGene00239452	Predicted to enable mRNA binding activity. Is an ortholog of C. elegans ZK616.1 and chrIV_pilon.g10440.
WBGene00239453	Predicted to enable mRNA binding activity. Is an ortholog of C. elegans ZK616.1 and chrIV_pilon.g10440.
WBGene00239454	none available
WBGene00239455	Is an ortholog of B. malayi Bm9908.
WBGene00239456	Is an ortholog of B. malayi Bm9908.
WBGene00239457	Predicted to enable hydrolase activity. Predicted to be involved in lipid catabolic process. Is an ortholog of B. malayi Bm5760.
WBGene00239458	Predicted to be involved in RNA processing. Is an ortholog of C. elegans chrI_pilon.g599 and syf-1.
WBGene00239459	Predicted to enable hydrolase activity. Is an ortholog of C. elegans ZK938.1; C27B7.6; and chrIV_pilon.g11194.
WBGene00239460	none available
WBGene00239461	none available
WBGene00239462	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrX_pilon.g19439 and twk-17.
WBGene00239463	Predicted to enable ubiquitin protein ligase activity. Is an ortholog of C. elegans chrX_pilon.g20566 and wdr-5.2.
WBGene00239464	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrV_pilon.g18159 and dnj-25. In C. elegans, dnj-25 is involved in receptor-mediated endocytosis.
WBGene00239465	none available
WBGene00239466	Is an ortholog of B. malayi Bm9905.
WBGene00239467	Is predicted to encode a protein with the following domains: Transcription factor Iwr1; Transcription factor Iwr1 domain; and Probable RNA polymerase II nuclear localization protein SLC7A6OS.
WBGene00239468	Is predicted to encode a protein with the following domains: LIM domain and Zinc finger, LIM-type. Is an ortholog of B. malayi Bm9904.
WBGene00239469	Predicted to enable DNA binding activity. Is an ortholog of C. elegans chrX_pilon.g18378 and lim-6. In C. elegans, lim-6 is involved in several processes, including gamma-aminobutyric acid biosynthetic process; regulation of gene expression; and uterus morphogenesis.
WBGene00239470	Is predicted to encode a protein with the following domains: Ciliary basal body-associated, B9 protein and B9-type C2 domain. Is an ortholog of C. elegans chrX_pilon.g18377 and mksr-1. In C. elegans, mksr-1 is involved in several processes, including larval foraging behavior; non-motile cilium assembly; and protein localization to ciliary transition zone.
WBGene00239471	Predicted to enable RNA binding activity. Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Predicted to be part of cytosolic large ribosomal subunit. Is an ortholog of C. elegans chrI_pilon.g926 and rpl-19. In C. elegans, rpl-19 is involved in determination of adult lifespan.
WBGene00239472	Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of B. malayi Bm9902.
WBGene00239473	Is an ortholog of B. malayi Bm9901.
WBGene00239474	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans chrX_pilon.g20087 and mig-2. In C. elegans, mig-2 is involved in several processes, including actin cytoskeleton organization; axon guidance; and cell migration.
WBGene00239475	Predicted to enable hydrolase activity. Is an ortholog of C. elegans chrIV_pilon.g11950 and let-92. In C. elegans, let-92 is involved in organelle organization.
WBGene00239476	none available
WBGene00239477	none available
WBGene00239478	Is predicted to encode a protein with the following domains: GDP-mannose 4,6 dehydratase; NAD(P)-binding domain; and NAD(P)-binding domain superfamily. Is an ortholog of C. elegans bus-5 and chrX_pilon.g18568.
WBGene00239479	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans chrX_pilon.g18879 and rab-37.
WBGene00239480	Is predicted to encode a protein with the following domains: Ras of Complex, Roc, domain of DAPkinase and P-loop containing nucleoside triphosphate hydrolase. Is an ortholog of C. elegans rab-6.2; rab-18; and rab-11.2. In C. elegans, rab-6.2 is involved in several processes, including early endosome to Golgi transport; protein stabilization; and regulation of AMPA receptor activity.
WBGene00239481	none available
WBGene00239482	Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain; Major sperm protein (MSP) domain; PapD-like superfamily; and Immunoglobulin-like fold. Is an ortholog of B. malayi Bm4505.
WBGene00239483	Predicted to enable structural molecule activity. Is an ortholog of C. elegans chrX_pilon.g19449 and stn-2.
WBGene00239484	Is predicted to encode a protein with the following domains: Spermine/spermidine synthase domain and S-adenosyl-L-methionine-dependent methyltransferase. Is an ortholog of C. elegans Y34B4A.7 and chrX_pilon.g19042.
WBGene00239485	none available
WBGene00239486	Predicted to enable DNA binding activity and DNA-binding transcription factor activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans ceh-18 and chrX_pilon.g18828. In C. elegans, ceh-18 is involved in epidermis development; gamete generation; and negative regulation of oocyte maturation.
WBGene00239487	Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB. Is an ortholog of B. malayi Bm10296.
WBGene00239488	Is predicted to encode a protein with the following domains: tRNA synthetases class I (C) catalytic domain; Rossmann-like alpha/beta/alpha sandwich fold; Cysteinyl-tRNA synthetase/mycothiol ligase; and tRNA synthetases class I, catalytic domain.
WBGene00239489	none available
WBGene00239490	Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family; ShK domain-like; Cysteine-rich  secretory protein-related; ShKT domain; CAP domain; and CAP superfamily. Is an ortholog of C. elegans C07A4.2 and members of the C. elegans scl and vap gene classes including scl-1 and vap-1. In C. elegans, scl-1 is involved in determination of adult lifespan; response to UV; and response to heat.
WBGene00239491	none available
WBGene00239492	Predicted to enable carbonate dehydratase activity and zinc ion binding activity. Is an ortholog of C. elegans cah-5 and chrX_pilon.g19339.
WBGene00239493	Predicted to enable lipid binding activity. Is an ortholog of C. elegans chrV_pilon.g16667 and obr-2.
WBGene00239494	Is an ortholog of B. malayi Bm18128 and Bm5025.
WBGene00239495	Is an ortholog of C. elegans R08B4.3 and chrX_pilon.g20012.
WBGene00239496	none available
WBGene00239497	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans chrIV_pilon.g10093.
WBGene00239498	Predicted to enable transcription corepressor activity. Is an ortholog of C. elegans chrI_pilon.g968 and cir-1. In C. elegans, cir-1 is involved in oogenesis.
WBGene00239499	none available
WBGene00239500	Is predicted to encode a protein with the following domains: GRIP domain and GRIP domain. Is an ortholog of C. elegans chrIII_pilon.g8696 and gcc-2.
WBGene00239501	Predicted to be located in endoplasmic reticulum. Predicted to be integral component of membrane. Predicted to be part of EMC complex. Is an ortholog of C. elegans chrIV_pilon.g10893 and emc-6.
WBGene00239502	none available
WBGene00239503	none available
WBGene00239504	none available
WBGene00239505	none available
WBGene00239506	Is predicted to encode a protein with the following domain: Fez1. Is an ortholog of B. malayi Bm3820.
WBGene00239507	none available
WBGene00239508	Predicted to enable lipid binding activity. Is an ortholog of C. elegans F10D11.6 and chrI_pilon.g1589.
WBGene00239509	none available
WBGene00239510	none available
WBGene00239511	none available
WBGene00239512	none available
WBGene00239513	none available
WBGene00239514	none available
WBGene00239515	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g19695 and tsp-11.
WBGene00239516	none available
WBGene00239517	none available
WBGene00239518	Is predicted to encode a protein with the following domains: Filamin/ABP280 repeat; Filamin/ABP280 repeat; Immunoglobulin-like fold; Immunoglobulin E-set; and Filamin/ABP280 repeat-like. Is an ortholog of C. elegans chrX_pilon.g19739 and fln-2.
WBGene00239519	Is an ortholog of B. malayi Bm545.
WBGene00239520	none available
WBGene00239521	Is predicted to encode a protein with the following domain: Uncharacterised protein family UPF0561. Is an ortholog of B. malayi Bm10305 and Bm5040.
WBGene00239522	Predicted to enable oxidoreductase activity. Predicted to be involved in deoxyribonucleotide biosynthetic process. Is an ortholog of C. elegans rnr-2; chrX_pilon.g18437; and chrIV_pilon.g10578. In C. elegans, rnr-2 is involved in embryo development.
WBGene00239523	Is an ortholog of B. malayi Bm10306.
WBGene00239524	Is predicted to encode a protein with the following domain: STEEP-like. Is an ortholog of C. elegans Y66D12A.8 and chrIII_pilon.g9052.
WBGene00239525	none available
WBGene00239526	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of B. malayi Bm10307.
WBGene00239527	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrII_pilon.g5168 and rpl-10.
WBGene00239528	Is predicted to encode a protein with the following domains: PDZ domain; PDZ domain; PDZ superfamily; and Uncharacterized protein T15H9.4-like. Is an ortholog of C. elegans chrIV_pilon.g11582 and mpz-5.
WBGene00239529	Is predicted to encode a protein with the following domains: Chromo (CHRromatin Organisation MOdifier) domain; Chromo/chromo shadow domain; Chromo-like domain superfamily; Chromo domain subgroup; and Chromo domain. Is an ortholog of B. malayi Bm5688.
WBGene00239530	none available
WBGene00239531	none available
WBGene00239532	none available
WBGene00239533	Is an ortholog of C. elegans F18E9.3 and chrX_pilon.g19608.
WBGene00239534	none available
WBGene00239535	none available
WBGene00239536	Is an ortholog of B. malayi Bm10310.
WBGene00239537	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Is an ortholog of C. elegans elt-2; elt-4; and chrX_pilon.g19909. In C. elegans, elt-2 is involved in several processes, including defense response to other organism; endoderm development; and nematode larval development.
WBGene00239538	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g19576 and tag-123.
WBGene00239539	Predicted to enable acetylcholine-gated cation-selective channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be located in postsynaptic membrane. Predicted to be integral component of membrane. Is an ortholog of C. elegans acr-8 and chrX_pilon.g19900.
WBGene00239540	Predicted to be a structural constituent of cuticle. Is an ortholog of B. malayi Bm2501.
WBGene00239541	none available
WBGene00239542	none available
WBGene00239543	Predicted to enable DNA binding activity and DNA-directed 5'-3' RNA polymerase activity. Predicted to be involved in transcription by RNA polymerase II. Is an ortholog of C. elegans ama-1 and chrIV_pilon.g10157. In C. elegans, ama-1 is involved in several processes, including mRNA transcription by RNA polymerase II; positive regulation of gastrulation; and positive regulation of transcription, DNA-templated.
WBGene00239544	none available
WBGene00239545	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in actin filament organization and protein phosphorylation. Is an ortholog of B. malayi Bm14722.
WBGene00239546	Predicted to enable protein kinase activity. Predicted to be involved in cyclic nucleotide biosynthetic process; intracellular signal transduction; and protein phosphorylation. Is an ortholog of C. elegans chrV_pilon.g15842 and daf-11. In C. elegans, daf-11 is involved in several processes, including cellular response to cGMP; response to oxidative stress; and signal transduction.
WBGene00239547	Is predicted to encode a protein with the following domain: CBS domain. Is an ortholog of C. elegans aakg-4 and chrX_pilon.g18597.
WBGene00239548	Is predicted to encode a protein with the following domains: Rab binding domain; GRIP domain; GRIP domain; and GCC2, Rab binding domain. Is an ortholog of B. malayi Bm5595.
WBGene00239549	Predicted to be integral component of membrane. Is an ortholog of C. elegans M60.6 and chrX_pilon.g19544.
WBGene00239550	none available
WBGene00239551	Is an ortholog of C. elegans F46G11.6 and chrX_pilon.g19121.
WBGene00239552	Is an ortholog of B. malayi Bm337.
WBGene00239553	Is predicted to encode a protein with the following domains: Actin and Actin family. Is an ortholog of C. elegans act-1; act-3; and act-2. In C. elegans, act-1 is involved in cortical actin cytoskeleton organization; embryo development; and mitotic cytokinesis.
WBGene00239554	Is predicted to encode a protein with the following domains: Actin and Actin family. Is an ortholog of C. elegans act-1; act-3; and act-2. In C. elegans, act-1 is involved in cortical actin cytoskeleton organization; embryo development; and mitotic cytokinesis.
WBGene00239555	Predicted to enable cadherin binding activity. Predicted to be involved in cell adhesion. Is an ortholog of C. elegans bar-1 and chrX_pilon.g19360. In C. elegans, bar-1 is involved in several processes, including regulation of locomotion; reproductive behavior; and signal transduction.
WBGene00239556	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of B. malayi Bm13407.
WBGene00239557	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of C. elegans B0416.5 and chrX_pilon.g19720.
WBGene00239558	Is predicted to encode a protein with the following domains: Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; Ribosomal protein L7A/L8; Ribosomal protein L7Ae/L30e/S12e/Gadd45; Ribosomal protein L7Ae/L8/Nhp2 family; and 50S ribosomal protein L30e-like. Is an ortholog of C. elegans chrIV_pilon.g10188; chrX_pilon.g18202; and rpl-7A.
WBGene00239559	Is an ortholog of B. malayi Bm9240.
WBGene00239560	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of B. malayi Bm7322.
WBGene00239561	Predicted to enable DNA binding activity. Is an ortholog of C. elegans chrIV_pilon.g11601 and mec-3. In C. elegans, mec-3 is involved in several processes, including mechanosensory behavior; negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding activity; and positive regulation of transcription by RNA polymerase II.
WBGene00239562	none available
WBGene00239563	Is predicted to encode a protein with the following domain: Zinc finger C2H2 superfamily. Is an ortholog of B. malayi Bm9242; Bm9241; and Bm8781.
WBGene00239564	Is predicted to encode a protein with the following domain: Protein-tyrosine phosphatase-like. Is an ortholog of B. malayi Bm8782 and Bm9243.
WBGene00239565	Predicted to enable tubulin binding activity. Predicted to be involved in cilium assembly and intraciliary transport. Predicted to be part of intraciliary transport particle B. Is an ortholog of C. elegans chrX_pilon.g19053 and ift-81. In C. elegans, ift-81 is involved in chemotaxis; detection of stimulus involved in sensory perception; and intraciliary transport.
WBGene00239566	Is predicted to encode a protein with the following domain: Target SNARE coiled-coil homology domain. Is an ortholog of C. elegans chrX_pilon.g18713 and syx-6.
WBGene00239567	Predicted to enable peptide-O-fucosyltransferase activity. Predicted to be involved in Notch signaling pathway and protein O-linked fucosylation. Is an ortholog of C. elegans chrX_pilon.g18714 and pfut-1. In C. elegans, pfut-1 is involved in protein O-linked fucosylation.
WBGene00239568	Predicted to be involved in vesicle-mediated transport. Is an ortholog of C. elegans chrX_pilon.g19450 and unc-18. In C. elegans, unc-18 is involved in cholinergic synaptic transmission; positive regulation of neurotransmitter secretion; and synaptic vesicle docking.
WBGene00239569	Is an ortholog of B. malayi Bm8783 and Bm9244.
WBGene00239570	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of B. malayi Bm6789.
WBGene00239571	Is an ortholog of C. elegans B0403.6 and chrX_pilon.g19346.
