stable_id	description
WBGene00029839	Is predicted to encode a protein with the following domains: Arginine/serine-rich protein PNISR and PNN-interacting serine/arginine-rich protein. Is an ortholog of C. elegans rsy-1.
WBGene00029840	Predicted to enable N-acetylglucosaminylphosphatidylinositol deacetylase activity. Predicted to be involved in GPI anchor biosynthetic process. Is an ortholog of C. elegans pigl-1.
WBGene00029841	Is predicted to encode a protein with the following domain: Transmembrane protein 242. Is an ortholog of C. elegans F28D9.4.
WBGene00029842	Predicted to be involved in mRNA processing. Is an ortholog of C. elegans rsr-1.
WBGene00029843	Is predicted to encode a protein with the following domains: Zinc finger C2H2-type and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans ztf-6. In C. elegans, ztf-6 is involved in asymmetric stem cell division; cell fate specification; and positive regulation of gene expression.
WBGene00029844	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Sri and 7TM GPCR, serpentine chemoreceptor class i (Sri). Is an ortholog of C. elegans sri-5.
WBGene00029845	Is predicted to encode a protein with the following domain: PLAT/LH2 domain superfamily. Is an ortholog of C. elegans ZK616.8.
WBGene00029846	Is predicted to encode a protein with the following domains: Lectin C-type domain; C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold. Is an ortholog of C. elegans clec-99.
WBGene00029847	Is predicted to encode a protein with the following domains: Lectin C-type domain; C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold. Is an ortholog of C. elegans clec-94.
WBGene00029848	Predicted to enable calcium ion binding activity. Predicted to be involved in homophilic cell adhesion via plasma membrane adhesion molecules. Predicted to be located in membrane. Is an ortholog of C. elegans hmr-1. In C. elegans, hmr-1 is involved in cytoskeleton organization; embryo development; and gastrulation.
WBGene00029849	Is an ortholog of C. elegans hal-3.
WBGene00029850	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans amx-2.
WBGene00029851	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans K07F5.6 and M05B5.1.
WBGene00029852	Predicted to enable sodium:proton antiporter activity. Predicted to be involved in regulation of pH; sodium ion transport; and transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans nhx-8.
WBGene00029853	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans gsk-3. In C. elegans, gsk-3 is involved in several processes, including engulfment of apoptotic cell; left/right axis specification; and regulation of localization.
WBGene00029854	Is predicted to encode a protein with the following domains: YjeF-related protein N-terminus; YjeF N-terminal domain; YjeF N-terminal domain-containing protein NAXE-like; and YjeF N-terminal domain superfamily. Is an ortholog of C. elegans Y18D10A.3.
WBGene00029855	Predicted to enable oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor. Is an ortholog of C. elegans Y18D10A.2.
WBGene00029856	Is an ortholog of C. elegans attf-6.
WBGene00029857	Predicted to enable RNA binding activity and eukaryotic initiation factor 4E binding activity. Predicted to be involved in positive regulation of translation. Is an ortholog of C. elegans mxt-1.
WBGene00029858	Predicted to be involved in iron-sulfur cluster assembly. Predicted to be part of CIA complex. Is an ortholog of C. elegans ciao-1.
WBGene00029859	Is predicted to encode a protein with the following domains: C-type lectin-like/link domain superfamily and C-type lectin fold. Is an ortholog of C. elegans clec-104 and clec-106.
WBGene00029860	Is predicted to encode a protein with the following domains: C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold.
WBGene00029861	Is predicted to encode a protein with the following domain: C-type lectin fold. Is an ortholog of C. elegans chrI_pilon.g2678 and chrI_pilon.g2680.
WBGene00029862	Is predicted to encode a protein with the following domains: Scd6-like Sm domain; FDF domain; LSM domain superfamily; FDF domain; and Lsm14-like, N-terminal. Is an ortholog of C. elegans car-1. In C. elegans, car-1 is involved in positive regulation of gene expression.
WBGene00029863	Is predicted to encode a protein with the following domains: Cytochrome c oxidase assembly protein PET191 and Cytochrome c oxidase assembly protein PET191. Is an ortholog of C. elegans coa-5.
WBGene00029864	Predicted to be involved in Golgi to endosome transport. Is an ortholog of C. elegans pad-1.
WBGene00029865	none available
WBGene00029866	Is predicted to encode a protein with the following domains: F-box associated and F-box associated domain, type 2. Is an ortholog of C. elegans chrV_pilon.g17013.
WBGene00029867	Is predicted to encode a protein with the following domains: Transmembrane amino acid transporter protein and Amino acid transporter, transmembrane domain. Is an ortholog of C. elegans Y18D10A.23.
WBGene00029868	none available
WBGene00029869	Is predicted to encode a protein with the following domains: F-box associated; F-box domain; F-box domain; and F-box associated domain, type 2.
WBGene00029870	none available
WBGene00029871	Is predicted to encode a protein with the following domains: F-box associated and F-box associated domain, type 2.
WBGene00029872	Is predicted to encode a protein with the following domains: F-box domain; F-box associated; F-box domain; and F-box associated domain, type 2.
WBGene00029873	Is predicted to encode a protein with the following domains: F-box associated and F-box associated domain, type 2.
WBGene00029874	Is predicted to encode a protein with the following domains: F-box associated and F-box associated domain, type 2.
WBGene00029875	Predicted to enable DNA-binding transcription factor activity. Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIV_pilon.g12618 and tbx-40.
WBGene00029876	none available
WBGene00029877	Is predicted to encode a protein with the following domains: C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold. Is an ortholog of C. elegans clec-92.
WBGene00029878	Is predicted to encode a protein with the following domains: C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold.
WBGene00029879	Is predicted to encode a protein with the following domains: C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold.
WBGene00029880	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans B0280.11 and F40G12.10.
WBGene00029881	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans Y52B11A.4.
WBGene00029882	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans Y52B11A.3.
WBGene00029883	Is predicted to encode a protein with the following domains: Uncharacterized protein family UPF0029; RWD domain; Impact, N-terminal; RWD domain; Ubiquitin-conjugating enzyme/RWD-like; Ribosomal protein S5 domain 2-type fold; Impact family; and Impact, N-terminal domain superfamily. Is an ortholog of C. elegans impt-1.
WBGene00029884	Is an ortholog of C. elegans spe-38. In C. elegans, spe-38 is involved in sperm entry.
WBGene00029885	Is an ortholog of C. elegans W05H12.1.
WBGene00029886	Is predicted to encode a protein with the following domains: Cgr1 family; Cgr1-like; and Coiled-coil domain-containing protein 86. Is an ortholog of C. elegans Y40B1B.7.
WBGene00029887	Predicted to be involved in mitochondrial membrane fission. Predicted to be located in mitochondrial outer membrane. Is an ortholog of C. elegans slc-25A46.
WBGene00029888	Predicted to enable translation initiation factor activity. Predicted to be located in cytoplasm. Predicted to be part of eukaryotic translation initiation factor 3 complex. Is an ortholog of C. elegans eif-3.J.
WBGene00029889	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans spr-5. In C. elegans, spr-5 is involved in histone H3-K4 demethylation and regulation of gene expression, epigenetic.
WBGene00029890	none available
WBGene00029891	Predicted to be involved in snRNA 3'-end processing. Is an ortholog of C. elegans ints-8.
WBGene00029892	Is predicted to encode a protein with the following domains: Ndr family; NDRG; and Alpha/Beta hydrolase fold. Is an ortholog of C. elegans Y48G10A.3.
WBGene00029893	Predicted to enable S-formylglutathione hydrolase activity. Predicted to be involved in formaldehyde catabolic process. Is an ortholog of C. elegans Y48G10A.1.
WBGene00029894	Is predicted to encode a protein with the following domains: SH2 domain; SH2 domain; and SH2 domain superfamily. Is an ortholog of C. elegans soem-1.
WBGene00029895	Is predicted to encode a protein with the following domains: NUDIX domain; NUDIX hydrolase domain; and NUDIX hydrolase-like domain superfamily. Is an ortholog of C. elegans ndx-8. In C. elegans, ndx-8 is involved in coenzyme A catabolic process.
WBGene00029896	Is predicted to encode a protein with the following domains: LITAF-like zinc ribbon domain; LPS-induced tumour necrosis factor alpha factor; and LITAF domain containing protein. Is an ortholog of C. elegans Y87G2A.18.
WBGene00029897	Is an ortholog of C. elegans Y87G2A.1.
WBGene00029898	Predicted to be located in endoplasmic reticulum membrane. Is an ortholog of C. elegans F58E6.5.
WBGene00029899	none available
WBGene00029900	none available
WBGene00029901	Predicted to enable acyl-CoA hydrolase activity. Predicted to be involved in acyl-CoA metabolic process. Is an ortholog of C. elegans Y87G2A.2.
WBGene00029902	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans aex-6. In C. elegans, aex-6 is involved in exocytosis; positive regulation of cellular protein catabolic process; and positive regulation of defecation.
WBGene00029903	Predicted to enable ATP binding activity; aminoacyl-tRNA editing activity; and valine-tRNA ligase activity. Predicted to be involved in valyl-tRNA aminoacylation. Is an ortholog of C. elegans glp-4. In C. elegans, glp-4 is involved in determination of adult lifespan.
WBGene00029904	Is predicted to encode a protein with the following domains: Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2; and Ubiquitin-conjugating enzyme/RWD-like. Is an ortholog of C. elegans ubc-14.
WBGene00029905	Predicted to enable glucose-6-phosphate isomerase activity. Predicted to be involved in gluconeogenesis and glycolytic process. Is an ortholog of C. elegans gpi-1.
WBGene00029906	Is predicted to encode a protein with the following domains: Zc3h12a-like Ribonuclease NYN domain and Zc3h12a-like Ribonuclease NYN domain. Is an ortholog of C. elegans nyn-1 and nyn-2. In C. elegans, nyn-1 is involved in production of siRNA involved in RNA interference.
WBGene00029907	Predicted to enable peptidyl-prolyl cis-trans isomerase activity. Predicted to be involved in protein peptidyl-prolyl isomerization. Is an ortholog of C. elegans cyn-15.
WBGene00029908	Is predicted to encode a protein with the following domains: Ground-like domain and Ground-like domain. Is an ortholog of C. elegans grd-15.
WBGene00029909	Predicted to enable chondroitin 4-sulfotransferase activity. Predicted to be involved in chondroitin sulfate biosynthetic process and positive regulation of response to oxidative stress. Predicted to be integral component of membrane. Is an ortholog of C. elegans Y87G2A.16.
WBGene00029910	Predicted to be involved in glycoprotein catabolic process. Predicted to be located in cytoplasm. Is an ortholog of C. elegans png-1. In C. elegans, png-1 is involved in cell redox homeostasis; cellular protein metabolic process; and negative regulation of collateral sprouting.
WBGene00029911	Is an ortholog of C. elegans C24B5.1 and chrV_pilon.g15194.
WBGene00029912	Predicted to enable nucleic acid binding activity and zinc ion binding activity. Predicted to be involved in mRNA splicing, via spliceosome. Is an ortholog of C. elegans wbp-4.
WBGene00029913	Is an ortholog of C. elegans F56G4.6.
WBGene00029914	Is an ortholog of C. elegans chrII_pilon.g6249 and cnp-2.
WBGene00029915	Predicted to enable phosphotransferase activity, for other substituted phosphate groups. Predicted to be involved in phospholipid biosynthetic process. Predicted to be located in membrane. Is an ortholog of C. elegans pisy-1.
WBGene00029916	Is predicted to encode a protein with the following domains: Ankyrin repeats (many copies); Ankyrin repeats (3 copies); SH3 domain; Ankyrin repeat; Ankyrin repeat-containing domain; Caskin-1/2; SH3-like domain superfamily; and Ankyrin repeat-containing domain superfamily. Is an ortholog of C. elegans C46H3.2.
WBGene00029917	Is predicted to encode a protein with the following domains: AMP-binding enzyme; AMP-dependent synthetase/ligase; and ANL, N-terminal domain. Is an ortholog of C. elegans C25G6.3.
WBGene00029918	Predicted to be integral component of membrane. Is an ortholog of C. elegans tsp-9.
WBGene00029919	Is an ortholog of C. elegans C25G6.4.
WBGene00029920	Predicted to enable neuropeptide Y receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans npr-11.
WBGene00029921	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans C52B11.5.
WBGene00029922	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans dop-4. In C. elegans, dop-4 is involved in adenylate cyclase-activating dopamine receptor signaling pathway.
WBGene00029923	Predicted to be involved in protein homooligomerization. Is an ortholog of C. elegans inso-1.
WBGene00029924	none available
WBGene00029925	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrX_pilon.g18411 and pdk-1. In C. elegans, pdk-1 is involved in several processes, including cellular response to reactive oxygen species; dauer larval development; and regulation of synaptic assembly at neuromuscular junction.
WBGene00029926	Is an ortholog of C. elegans F21E9.2.
WBGene00029927	Predicted to be located in cell surface. Is an ortholog of C. elegans ttr-37.
WBGene00029928	Predicted to be involved in intracellular signal transduction. Is an ortholog of C. elegans rei-2.
WBGene00029929	Predicted to enable actin binding activity. Is an ortholog of C. elegans pfn-3. In C. elegans, pfn-3 is involved in muscle thin filament assembly.
WBGene00029930	Predicted to enable DNA binding activity. Is an ortholog of C. elegans lim-6. In C. elegans, lim-6 is involved in several processes, including gamma-aminobutyric acid biosynthetic process; regulation of gene expression; and uterus morphogenesis.
WBGene00029931	Predicted to be located in plasma membrane. Is an ortholog of C. elegans unc-1. In C. elegans, unc-1 is involved in positive regulation of cell communication by electrical coupling and response to xenobiotic stimulus.
WBGene00029932	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans ncs-3.
WBGene00029933	none available
WBGene00029934	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of C. elegans vpat-1.
WBGene00029935	Predicted to be involved in vesicle-mediated transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans sec-22. In C. elegans, sec-22 is involved in IRE1-mediated unfolded protein response.
WBGene00029936	Is predicted to encode a protein with the following domains: Staufen C-terminal domain; Double-stranded RNA binding motif; Double-stranded RNA-binding domain; and Staufen, C-terminal. Is an ortholog of C. elegans stau-1. In C. elegans, stau-1 is involved in germ cell development and negative regulation of RNA interference.
WBGene00029937	Is an ortholog of C. elegans nlf-1.
WBGene00029938	Is an ortholog of C. elegans F55A4.3.
WBGene00029939	Is an ortholog of C. elegans cutl-21.
WBGene00029940	none available
WBGene00029941	Predicted to enable NAD+ kinase activity and diacylglycerol kinase activity. Predicted to be involved in intracellular signal transduction and protein kinase C-activating G protein-coupled receptor signaling pathway. Is an ortholog of C. elegans dgk-1. In C. elegans, dgk-1 is involved in several processes, including cellular response to dopamine; lipid phosphorylation; and regulation of defecation.
WBGene00029942	Is an ortholog of C. elegans C44C1.1.
WBGene00029943	Is predicted to encode a protein with the following domains: Serine aminopeptidase, S33; AB hydrolase 4 family; Serine aminopeptidase, S33; and Alpha/Beta hydrolase fold. Is an ortholog of C. elegans abhd-3.2.
WBGene00029944	Predicted to be involved in vesicle-mediated transport. Is an ortholog of C. elegans vps-45. In C. elegans, vps-45 is involved in pinocytosis and receptor-mediated endocytosis.
WBGene00029945	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans ncs-1. In C. elegans, ncs-1 is involved in chemosensory behavior; chemotaxis; and response to alkaline pH.
WBGene00029946	Predicted to enable chitin binding activity. Predicted to be involved in carbohydrate metabolic process. Is an ortholog of C. elegans chil-10.
WBGene00029947	Predicted to be involved in intracellular protein transport and vesicle-mediated transport. Predicted to be part of clathrin adaptor complex. Is an ortholog of C. elegans apm-3. In C. elegans, apm-3 is involved in lipid storage and lysosome organization.
WBGene00029948	Predicted to be involved in signal transduction. Is an ortholog of C. elegans arr-1. In C. elegans, arr-1 is involved in positive regulation of growth rate.
WBGene00029949	Is predicted to encode a protein with the following domains: PAP2 superfamily C-terminal and Sphingomyelin synthase-like domain. Is an ortholog of C. elegans sms-2.
WBGene00029950	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Predicted to be integral component of membrane. Is an ortholog of C. elegans F53H8.3.
WBGene00029951	Is predicted to encode a protein with the following domains: Schwannomin-interacting protein 1; Schwannomin interacting protein 1, C-terminal; and Schwannomin interacting protein 1. Is an ortholog of C. elegans F35H12.1.
WBGene00029952	Is predicted to encode a protein with the following domains: Kinesin protein; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; PTB/PI domain; PH-like domain superfamily; Kinesin-like; and Rab-GTPase-TBC domain superfamily. Is an ortholog of C. elegans tbc-11. In C. elegans, tbc-11 is involved in cuticle development and positive regulation of gene silencing by miRNA.
WBGene00029953	Predicted to enable kinase activity. Predicted to be involved in phosphatidylinositol phosphate biosynthetic process and phosphatidylinositol-mediated signaling. Is an ortholog of C. elegans pifk-1. In C. elegans, pifk-1 is involved in regulation of basement membrane organization.
WBGene00029954	Is predicted to encode a protein with the following domains: Alpha/beta hydrolase of unknown function (DUF1057); Protein of unknown function DUF1057; and Alpha/Beta hydrolase fold. Is an ortholog of C. elegans F35H12.5.
WBGene00029955	Predicted to enable aspartic-type endopeptidase activity. Predicted to be involved in nervous system development; oviposition; and protein processing. Predicted to be integral component of membrane. Is an ortholog of C. elegans sel-12. In C. elegans, sel-12 is involved in several processes, including apical protein localization; oviposition; and regulation of signal transduction.
WBGene00029956	Is an ortholog of C. elegans F35H12.6.
WBGene00029957	none available
WBGene00029958	Is predicted to encode a protein with the following domains: THAP4-like, heme-binding beta-barrel domain; EGF-like domain; Calycin; and THAP4-like, heme-binding beta-barrel domain. Is an ortholog of C. elegans mab-7.
WBGene00029959	Predicted to be located in membrane. Is an ortholog of C. elegans mam-1.
WBGene00029960	Is an ortholog of C. elegans ZC13.2.
WBGene00029961	Predicted to enable ubiquitin protein ligase activity. Predicted to be involved in positive regulation of ERAD pathway. Is an ortholog of C. elegans ZC13.1.
WBGene00029962	Predicted to enable serine-type peptidase activity. Predicted to be involved in proteolysis. Is an ortholog of C. elegans F56F10.1. In C. elegans, F56F10.1 is involved in innate immune response.
WBGene00029963	Is predicted to encode a protein with the following domains: LLGL2; Lethal(2) giant larvae protein; Lethal giant larvae homologue 2; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans lgl-1. In C. elegans, lgl-1 is involved in establishment of spindle orientation and protein localization.
WBGene00029964	Is predicted to encode a protein with the following domains: F-box domain; F-box domain; and F-box-like domain superfamily. Is an ortholog of C. elegans F56F10.2.
WBGene00029965	Is predicted to encode a protein with the following domains: Immunoglobulin V-set domain; CD80-like C2-set immunoglobulin domain; Fibronectin type III domain; Immunoglobulin domain; Immunoglobulin subtype 2; Immunoglobulin subtype; Fibronectin type III; Immunoglobulin V-set domain; CD80-like, immunoglobulin C2-set; Immunoglobulin-like fold; Fibronectin type III superfamily; and Immunoglobulin-like domain superfamily. Is an ortholog of C. elegans igcm-1.
WBGene00029966	Is predicted to encode a protein with the following domains: IQ calmodulin-binding motif; Regulatory subunit of type II PKA R-subunit; IQ motif, EF-hand binding site; cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain; and P-loop containing nucleoside triphosphate hydrolase. Is an ortholog of C. elegans F39H12.3.
WBGene00029967	Is an ortholog of C. elegans F39H12.1.
WBGene00029968	Is predicted to encode a protein with the following domains: WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans F39H12.2.
WBGene00029969	Predicted to be involved in regulation of transcription, DNA-templated and transforming growth factor beta receptor signaling pathway. Is an ortholog of C. elegans daf-3. In C. elegans, daf-3 is involved in several processes, including defense response to Gram-negative bacterium; determination of adult lifespan; and positive regulation of dauer larval development.
WBGene00029970	Is predicted to encode a protein with the following domains: Intermediate filament protein and Intermediate filament, rod domain. Is an ortholog of C. elegans ifd-2.
WBGene00029971	Predicted to enable acyl-CoA hydrolase activity. Predicted to be involved in acyl-CoA metabolic process. Is an ortholog of C. elegans F25E2.3.
WBGene00029972	Is an ortholog of C. elegans F25E2.2.
WBGene00029973	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srd and 7TM GPCR, serpentine receptor class d (Srd). Is an ortholog of C. elegans gtr-1.
WBGene00029974	Is an ortholog of C. elegans attf-5.
WBGene00029975	Is an ortholog of C. elegans T04G9.6.
WBGene00029976	Predicted to enable metalloendopeptidase activity and zinc ion binding activity. Predicted to be involved in proteolysis. Is an ortholog of C. elegans nas-15.
WBGene00029977	Predicted to enable holo-[acyl-carrier-protein] synthase activity and magnesium ion binding activity. Is an ortholog of C. elegans T04G9.4.
WBGene00029978	Is an ortholog of C. elegans T04G9.7.
WBGene00029979	Predicted to be located in membrane. Is an ortholog of C. elegans ile-2.
WBGene00029980	Predicted to be located in endoplasmic reticulum. Predicted to be integral component of membrane. Is an ortholog of C. elegans trap-2.
WBGene00029981	Is predicted to encode a protein with the following domains: DENN (AEX-3) domain; uDENN domain; cDENN domain; dDENN domain; uDENN domain; MAP kinase-activating death domain protein; and DENN domain, C-terminal lobe. Is an ortholog of C. elegans aex-3. In C. elegans, aex-3 is involved in several processes, including oviposition; positive regulation of anterior/posterior axon guidance; and positive regulation of transport.
WBGene00029982	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans npr-19.
WBGene00029983	Predicted to enable calcium ion binding activity and ubiquitin-protein transferase activity. Predicted to be involved in cell surface receptor signaling pathway and regulation of signaling. Is an ortholog of C. elegans sli-1. In C. elegans, sli-1 is involved in negative regulation of vulval development.
WBGene00029984	Predicted to enable inward rectifier potassium channel activity. Predicted to be involved in potassium ion transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans irk-2.
WBGene00029985	Predicted to be involved in axon guidance and cell adhesion. Predicted to be located in plasma membrane. Is an ortholog of C. elegans ncam-1.
WBGene00029986	Is predicted to encode a protein with the following domains: Tumour protein p53-inducible protein 11 and Tumor protein p53-inducible protein 11. Is an ortholog of C. elegans Y9C12A.1.
WBGene00029987	Predicted to enable phospholipase activity. Is an ortholog of C. elegans T19D7.7.
WBGene00029988	Predicted to enable extracellular ligand-gated ion channel activity. Predicted to be involved in ion transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans lgc-32.
WBGene00029989	Is predicted to encode a protein with the following domains: Leucine-rich repeat domain superfamily and Leucine-rich melanocyte differentiation-associated protein. Is an ortholog of C. elegans T19D7.6.
WBGene00029990	Is an ortholog of C. elegans T19D7.5.
WBGene00029991	Is predicted to encode a protein with the following domains: RUN domain; RUN domain; and RUN domain superfamily. Is an ortholog of C. elegans rund-1. In C. elegans, rund-1 is involved in several processes, including dense core granule maturation; positive regulation of behavior; and regulation of transport.
WBGene00029992	Is an ortholog of C. elegans lpr-7.
WBGene00029993	Is predicted to encode a protein with the following domains: Intermediate filament protein; Lamin tail domain superfamily; and Intermediate filament, rod domain. Is an ortholog of C. elegans ifc-2. In C. elegans, ifc-2 is involved in post-embryonic digestive tract morphogenesis.
WBGene00029994	Predicted to enable DNA binding activity. Is an ortholog of C. elegans pha-2. In C. elegans, pha-2 is involved in several processes, including eating behavior; muscle structure development; and pharyngeal gland morphogenesis.
WBGene00029995	Is an ortholog of C. elegans M6.4.
WBGene00029996	Is an ortholog of C. elegans unc-96. In C. elegans, unc-96 is involved in locomotion; regulation of cytoskeleton organization; and striated muscle myosin thick filament assembly.
WBGene00029997	Is an ortholog of C. elegans F13C5.5.
WBGene00029998	Is an ortholog of C. elegans F13C5.1.
WBGene00029999	Is an ortholog of C. elegans F13C5.3.
WBGene00030000	Is predicted to encode a protein with the following domains: Bromodomain; Bromodomain; and Bromodomain-like superfamily. Is an ortholog of C. elegans F13C5.2.
WBGene00030001	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans mrp-1. In C. elegans, mrp-1 is involved in RNA interference; dauer larval development; and stress response to metal ion.
WBGene00030002	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans mrp-2.
WBGene00030003	Predicted to enable metalloendopeptidase activity and zinc ion binding activity. Predicted to be involved in molting cycle and proteolysis. Is an ortholog of C. elegans nas-38. In C. elegans, nas-38 is involved in PERK-mediated unfolded protein response.
WBGene00030004	none available
WBGene00030005	none available
WBGene00030006	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans F28C10.3.
WBGene00030007	Is an ortholog of C. elegans B0310.6.
WBGene00030008	none available
WBGene00030009	Predicted to enable UDP-glycosyltransferase activity. Is an ortholog of C. elegans B0310.3; chrX_pilon.g18287; and ugt-46.
WBGene00030010	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans B0310.2.
WBGene00030011	Is an ortholog of C. elegans B0310.1.
WBGene00030012	Predicted to enable growth factor activity. Is an ortholog of C. elegans egl-17. In C. elegans, egl-17 is involved in regulation of cell migration and regulation of oviposition.
WBGene00030013	Is an ortholog of C. elegans F38G1.3.
WBGene00030014	Predicted to enable carbohydrate binding activity and hydrolase activity, hydrolyzing O-glycosyl compounds. Predicted to be involved in carbohydrate metabolic process. Is an ortholog of C. elegans aagr-4.
WBGene00030015	Predicted to enable histone methyltransferase activity (H3-K79 specific). Predicted to be involved in histone H3-K79 methylation and regulation of cell cycle. Is an ortholog of C. elegans abu-12.
WBGene00030016	none available
WBGene00030017	Predicted to enable DNA binding activity. Predicted to be involved in chromatin remodeling. Is an ortholog of C. elegans dve-1. In C. elegans, dve-1 is involved in embryo development; mitochondrial unfolded protein response; and regulation of innate immune response.
WBGene00030018	Predicted to be a structural constituent of cuticle. Is an ortholog of C. elegans col-19. In C. elegans, col-19 is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle.
WBGene00030019	Is predicted to encode a protein with the following domains: Lectin C-type domain; von Willebrand factor type A domain; C-type lectin-like; von Willebrand factor, type A; MD domain; C-type lectin-like/link domain superfamily; C-type lectin fold; and von Willebrand factor A-like domain superfamily. Is an ortholog of C. elegans ZK1193.2.
WBGene00030020	none available
WBGene00030021	none available
WBGene00030022	Is an ortholog of C. elegans R04A9.1.
WBGene00030023	Predicted to enable translation initiation factor activity. Predicted to be involved in translational initiation. Is an ortholog of C. elegans ife-2. In C. elegans, ife-2 is involved in several processes, including determination of adult lifespan; negative regulation of response to oxidative stress; and positive regulation of translation.
WBGene00030024	none available
WBGene00030025	Is an ortholog of C. elegans Y75B8A.13.
WBGene00030026	none available
WBGene00030027	Is an ortholog of C. elegans C04E7.3.
WBGene00030028	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in positive regulation of cell cycle G2/M phase transition and protein dephosphorylation. Is an ortholog of C. elegans cdc-25.3.
WBGene00030029	Is an ortholog of C. elegans nlp-64.
WBGene00030030	Predicted to enable metalloexopeptidase activity. Is an ortholog of C. elegans gcp-2.1.
WBGene00030031	Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB. Is an ortholog of C. elegans R57.2.
WBGene00030032	Predicted to be involved in endoplasmic reticulum to Golgi vesicle-mediated transport. Is an ortholog of C. elegans sedl-1.
WBGene00030033	Predicted to enable metal ion binding activity. Is an ortholog of C. elegans zfp-3.
WBGene00030034	none available
WBGene00030035	none available
WBGene00030036	none available
WBGene00030037	none available
WBGene00030038	Predicted to enable translation initiation factor activity. Predicted to be involved in translational initiation. Is an ortholog of C. elegans ife-2. In C. elegans, ife-2 is involved in several processes, including determination of adult lifespan; negative regulation of response to oxidative stress; and positive regulation of translation.
WBGene00030039	none available
WBGene00030040	Is an ortholog of C. elegans Y75B8A.13.
WBGene00030041	Is an ortholog of C. elegans sor-3. In C. elegans, sor-3 is involved in several processes, including negative regulation of transcription, DNA-templated; nematode larval development; and neuron differentiation.
WBGene00030042	Is an ortholog of C. elegans R09E10.8.
WBGene00030043	Predicted to enable DNA binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be located in nucleus. Is an ortholog of C. elegans irx-1.
WBGene00030044	Is predicted to encode a protein with the following domain: Ankyrin repeat-containing domain superfamily. Is an ortholog of C. elegans swah-1.
