stable_id	description
WBGene00259401	Is predicted to encode a protein with the following domains: CAP-Gly domain; CAP Gly-rich domain; and CAP Gly-rich domain superfamily. Is an ortholog of O. volvulus OVOC9124.
WBGene00259402	none available
WBGene00259403	Predicted to be a structural constituent of nuclear pore. Predicted to be part of nuclear pore. Is an ortholog of B. malayi Bm8513.
WBGene00259404	Is predicted to encode a protein with the following domains: Polysaccharide biosynthesis; Protein PBDC1, metazoa/fungi; Polysaccharide biosynthesis domain; and PBDC1-like domain superfamily. Is an ortholog of C. elegans Y54E5A.5 and chrI_pilon.g2944.
WBGene00259405	none available
WBGene00259406	Predicted to enable catalytic activity. Is an ortholog of C. elegans chrIV_pilon.g11549 and tkt-1.
WBGene00259407	Predicted to enable uracil DNA N-glycosylase activity. Predicted to be involved in base-excision repair. Is an ortholog of C. elegans chrIII_pilon.g9128 and ung-1. In C. elegans, ung-1 is involved in base-excision repair.
WBGene00259408	Predicted to be involved in chromatin remodeling. Predicted to be located in nucleus. Is an ortholog of C. elegans arp-6 and chrII_pilon.g5143.
WBGene00259409	Predicted to enable cyclin-dependent protein serine/threonine kinase inhibitor activity and snRNA binding activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in cytoplasm and nucleus. Is an ortholog of B. malayi Bm7924.
WBGene00259410	Predicted to be involved in respiratory chain complex IV assembly. Is an ortholog of C. elegans chrI_pilon.g2020.
WBGene00259411	Predicted to enable RNA binding activity; ion binding activity; and phenylalanine-tRNA ligase activity. Predicted to be involved in phenylalanyl-tRNA aminoacylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrII_pilon.g5251 and fars-3.
WBGene00259412	none available
WBGene00259413	none available
WBGene00259414	Predicted to enable extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans acr-20 and chrII_pilon.g6527.
WBGene00259415	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srx and 7TM GPCR, serpentine receptor class x  (Srx).
WBGene00259416	none available
WBGene00259417	Is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class t (Srt).
WBGene00259418	Predicted to enable RNA binding activity.
WBGene00259419	Predicted to enable cholinesterase activity. Is an ortholog of C. elegans ace-2 and chrI_pilon.g491. In C. elegans, ace-2 is involved in acetylcholine catabolic process; cholinergic synaptic transmission; and regulation of locomotion.
WBGene00259420	Is predicted to encode a protein with the following domain: Plexin domain-containing protein. Is an ortholog of C. elegans chrIII_pilon.g7354 and pxd-1.
WBGene00259421	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrII_pilon.g5348 and rer-1. In C. elegans, rer-1 is involved in IRE1-mediated unfolded protein response.
WBGene00259422	none available
WBGene00259423	none available
WBGene00259424	Predicted to enable protein dimerization activity.
WBGene00259425	Predicted to be involved in early endosome to late endosome transport and regulation of phosphatidylinositol 3-kinase activity. Is an ortholog of C. elegans chrX_pilon.g18747 and sorf-1. In C. elegans, sorf-1 is involved in organelle fusion; positive regulation of early endosome to late endosome transport; and regulation of endosome size.
WBGene00259426	Predicted to enable adenyl-nucleotide exchange factor activity; chaperone binding activity; and protein homodimerization activity. Predicted to be involved in protein folding. Is an ortholog of C. elegans C34C12.8 and chrIII_pilon.g7257.
WBGene00259427	Predicted to enable hydrolase activity. Is an ortholog of C. elegans chrIII_pilon.g7258 and pph-6. In C. elegans, pph-6 is involved in cortical actin cytoskeleton organization; establishment of mitotic spindle localization; and first cell cycle pseudocleavage.
WBGene00259428	Is predicted to encode a protein with the following domains: DOMON domain and DOMON domain.
WBGene00259429	Predicted to be involved in proteasome assembly.
WBGene00259430	none available
WBGene00259431	Predicted to enable GTPase activator activity and beta-tubulin binding activity. Predicted to be involved in post-chaperonin tubulin folding pathway and tubulin complex assembly. Is an ortholog of C. elegans chrI_pilon.g1568 and tbcd-1. In C. elegans, tbcd-1 is involved in microtubule cytoskeleton organization.
WBGene00259432	Predicted to enable SUMO activating enzyme activity. Predicted to be involved in protein sumoylation. Is an ortholog of C. elegans chrI_pilon.g2588 and uba-2. In C. elegans, uba-2 is involved in several processes, including anterior/posterior pattern specification; nematode larval development; and protein sumoylation.
WBGene00259433	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans W03F11.4; moa-1; and chrI_pilon.g304.
WBGene00259434	none available
WBGene00259435	Predicted to enable ATP binding activity and microtubule binding activity. Predicted to be involved in microtubule-based movement. Is an ortholog of C. elegans chrIV_pilon.g10553 and zen-4. In C. elegans, zen-4 is involved in several processes, including nuclear division; pronuclear migration; and regulation of actomyosin contractile ring contraction.
WBGene00259436	Predicted to enable protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of B. malayi Bm10783.
WBGene00259437	Is predicted to encode a protein with the following domain: Neuropeptide-like peptide 36.
WBGene00259438	Predicted to enable ATP binding activity; aspartate-tRNA ligase activity; and nucleic acid binding activity. Predicted to be involved in aspartyl-tRNA aminoacylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrIII_pilon.g8629 and dars-1.
WBGene00259439	Predicted to be involved in spliceosomal complex assembly and spliceosomal snRNP assembly. Predicted to be part of spliceosomal complex.
WBGene00259440	none available
WBGene00259441	Predicted to enable metal ion binding activity. Predicted to be involved in superoxide metabolic process.
WBGene00259442	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of O. volvulus OVOC12055.
WBGene00259443	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of B. malayi Bm9954.
WBGene00259444	Predicted to enable metal ion transmembrane transporter activity. Predicted to be involved in metal ion transport and transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans zipt-2.1; zipt-2.2; and chrIV_pilon.g11682.
WBGene00259445	Is predicted to encode a protein with the following domains: CBF1-interacting co-repressor CIR, N-terminal domain and Leukocyte receptor cluster member 1-like. Is an ortholog of C. elegans Y18H1A.2 and chrI_pilon.g111.
WBGene00259446	Predicted to enable GTPase activator activity. Predicted to be involved in positive regulation of GTPase activity and regulation of small GTPase mediated signal transduction. Predicted to be located in nucleus. Is an ortholog of C. elegans chrI_pilon.g112 and hgap-1. In C. elegans, hgap-1 is involved in determination of adult lifespan.
WBGene00259447	Predicted to be involved in TOR signaling. Predicted to be part of TORC1 complex and TORC2 complex. Is an ortholog of C. elegans chrI_pilon.g769 and mlst-8. In C. elegans, mlst-8 is involved in mesendoderm development.
WBGene00259448	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation.
WBGene00259449	Is an ortholog of B. malayi Bm16947.
WBGene00259450	Predicted to enable actin filament binding activity. Predicted to be involved in cytoskeleton organization. Is an ortholog of C. elegans chrI_pilon.g771 and viln-1.
WBGene00259451	Is predicted to encode a protein with the following domains: Ricin-type beta-trefoil lectin domain; Glycosyl transferase family 2; Ricin B, lectin domain; Glycosyltransferase 2-like; Nucleotide-diphospho-sugar transferases; and Ricin B-like lectins. Is an ortholog of C. elegans chrIII_pilon.g9297 and gly-5. In C. elegans, gly-5 is involved in protein O-linked glycosylation via threonine.
WBGene00259452	Predicted to enable ATP binding activity. Is an ortholog of C. elegans abce-1 and chrIII_pilon.g9293.
WBGene00259453	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in intracellular signal transduction and protein phosphorylation. Is an ortholog of C. elegans chrIII_pilon.g9138 and zyg-8. In C. elegans, zyg-8 is involved in establishment of mitotic spindle localization and negative regulation of microtubule depolymerization.
WBGene00259454	Predicted to enable nucleic acid binding activity.
WBGene00259455	Predicted to enable nucleic acid binding activity.
WBGene00259456	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans abt-4 and chrV_pilon.g12974.
WBGene00259457	none available
WBGene00259458	Is predicted to encode a protein with the following domains: Protein of unknown function (DUF1241) and Programmed cell death protein 10. Is an ortholog of C. elegans ccm-3 and chrII_pilon.g5777. In C. elegans, ccm-3 is involved in several processes, including positive regulation of GTPase activity; positive regulation of endocytic recycling; and regulation of Golgi organization.
WBGene00259459	none available
WBGene00259460	Is an ortholog of C. elegans W05H12.1 and chrI_pilon.g2727.
WBGene00259461	Predicted to enable double-stranded DNA binding activity and single-stranded DNA binding activity. Predicted to be involved in DNA replication initiation. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIII_pilon.g9018 and mcm-10.
WBGene00259462	Predicted to enable metalloendopeptidase activity. Predicted to be involved in cell adhesion and proteolysis. Predicted to be located in membrane. Is an ortholog of C. elegans Y43F4A.1 and chrIII_pilon.g9300.
WBGene00259463	Predicted to enable hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides. Predicted to be involved in histidine catabolic process to glutamate and formamide. Predicted to be located in cytoplasm. Is an ortholog of C. elegans amdh-1; chrIII_pilon.g7892; and chrIII_pilon.g7901.
WBGene00259464	none available
WBGene00259465	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrV_pilon.g18013 and unc-51. In C. elegans, unc-51 is involved in several processes, including determination of adult lifespan; nematode male tail tip morphogenesis; and regulation of axon extension.
WBGene00259466	none available
WBGene00259467	Is predicted to encode a protein with the following domains: Chromo (CHRromatin Organisation MOdifier) domain; Chromo/chromo shadow domain; Chromo-like domain superfamily; and Chromo domain. Is an ortholog of B. malayi Bm9880.
WBGene00259468	Is predicted to encode a protein with the following domains: CLASP N terminal; Armadillo-like helical; Armadillo-type fold; CLASP N-terminal domain; and TOG domain. Is an ortholog of C. elegans cls-2; cls-1; and cls-3. In C. elegans, cls-2 is involved in cytoplasmic streaming; mitotic cytokinesis; and organelle organization.
WBGene00259469	Predicted to be part of SAGA complex. Is an ortholog of C. elegans T22B7.4 and chrX_pilon.g19099.
WBGene00259470	Predicted to enable calcium ion binding activity; calcium-dependent phospholipid binding activity; and phospholipase inhibitor activity. Is an ortholog of C. elegans chrIII_pilon.g8845 and nex-2.
WBGene00259471	Is predicted to encode a protein with the following domains: Ground-like domain and Ground-like domain. Is an ortholog of B. malayi Bm6977.
WBGene00259472	Predicted to enable DNA-binding transcription factor activity and sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrI_pilon.g1130 and let-381. In C. elegans, let-381 is involved in mesodermal cell fate specification; nematode larval development; and positive regulation of mesodermal cell fate specification.
WBGene00259473	Predicted to enable phosphatase activity. Is an ortholog of C. elegans chrI_pilon.g684 and scpl-3.
WBGene00259474	Predicted to enable nucleic acid binding activity.
WBGene00259475	Is predicted to encode a protein with the following domains: Tetratricopeptide repeat; Tetratricopeptide-like helical domain superfamily; and Tetratricopeptide repeat. Is an ortholog of B. malayi Bm729.
WBGene00259476	none available
WBGene00259477	Predicted to enable protein serine/threonine phosphatase inhibitor activity. Predicted to be involved in negative regulation of phosphoprotein phosphatase activity. Is an ortholog of C. elegans C07H6.2 and chrIII_pilon.g8177.
WBGene00259478	Predicted to enable actin binding activity and structural molecule activity. Predicted to be located in cytoskeleton. Is an ortholog of C. elegans chrI_pilon.g2985 and frm-1.
WBGene00259479	none available
WBGene00259480	Predicted to enable methyltransferase activity. Is an ortholog of C. elegans anmt-2 and chrIII_pilon.g7866.
WBGene00259481	Predicted to enable actin filament binding activity. Predicted to be involved in actin cytoskeleton organization and actin filament severing. Is an ortholog of C. elegans chrIII_pilon.g8447 and fli-1.
WBGene00259482	Predicted to be located in cytoplasm and nucleus. Is an ortholog of C. elegans chrIII_pilon.g7915 and rpn-13.
WBGene00259483	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans chrIII_pilon.g7086 and iffb-1.
WBGene00259484	Predicted to enable ATP binding activity and microtubule binding activity. Predicted to be involved in microtubule-based movement. Is an ortholog of C. elegans chrIV_pilon.g10553 and zen-4. In C. elegans, zen-4 is involved in several processes, including nuclear division; pronuclear migration; and regulation of actomyosin contractile ring contraction.
WBGene00259485	Predicted to enable flavin adenine dinucleotide binding activity and oxidoreductase activity, acting on the CH-CH group of donors. Is an ortholog of C. elegans acdh-9 and chrII_pilon.g3210.
WBGene00259486	Predicted to enable NAD binding activity and malate dehydrogenase (decarboxylating) (NAD+) activity. Is an ortholog of C. elegans chrII_pilon.g6503 and men-1.
WBGene00259487	Is predicted to encode a protein with the following domain: Serine protease inhibitor-like superfamily.
WBGene00259488	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane.
WBGene00259489	Is predicted to encode a protein with the following domains: MATH domain; BTB/POZ domain; BTB/POZ domain; MATH/TRAF domain; TRAF-like; and SKP1/BTB/POZ domain superfamily. Is an ortholog of C. elegans chrIII_pilon.g8795 and spop-1.
WBGene00259490	Is predicted to encode a protein with the following domains: Aconitase C-terminal domain; Aconitase family (aconitate hydratase); Aconitase A/isopropylmalate dehydratase small subunit, swivel domain; Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain; Aconitase/Iron-responsive element-binding protein 2; Aconitase/3-isopropylmalate dehydratase, swivel; Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3; and Aconitase, iron-sulfur domain. Is an ortholog of C. elegans aco-1 and chrX_pilon.g20056. In C. elegans, aco-1 is involved in tricarboxylic acid metabolic process.
WBGene00259491	none available
WBGene00259492	none available
WBGene00259493	Predicted to enable aspartic-type endopeptidase activity. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrI_pilon.g1667 and imp-1.
WBGene00259494	Predicted to be located in mitochondrial intermembrane space. Is an ortholog of C. elegans chrI_pilon.g1668 and tin-13.
WBGene00259495	Predicted to enable ribosomal large subunit binding activity. Is an ortholog of C. elegans T25G3.3 and chrI_pilon.g1410.
WBGene00259496	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrI_pilon.g2160 and lrk-1. In C. elegans, lrk-1 is involved in several processes, including axon extension involved in axon guidance; cellular localization; and negative regulation of neuron death.
WBGene00259497	Is predicted to encode a protein with the following domain: Zinc finger, RING/FYVE/PHD-type.
WBGene00259498	Is predicted to encode a protein with the following domains: SAM domain (Sterile alpha motif); PDZ domain; PDZ domain; PDZ domain; Sterile alpha motif domain; Sterile alpha motif/pointed domain superfamily; PDZ superfamily; and Neurabin-1/2, PDZ domain. Is an ortholog of C. elegans chrI_pilon.g670 and nab-1. In C. elegans, nab-1 is involved in synapse assembly.
WBGene00259499	Predicted to enable protein tyrosine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans daf-2 and members of the C. elegans ver and kin gene classes including ver-3 and kin-15. In C. elegans, daf-2 is involved in several processes, including dauer exit; regulation of developmental process; and regulation of macromolecule metabolic process.
WBGene00259500	Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of B. malayi Bma-daf-8.
WBGene00259501	Predicted to be integral component of membrane. Is an ortholog of C. elegans anc-1 and chrI_pilon.g686. In C. elegans, anc-1 is involved in cytoskeleton organization; nucleus organization; and pronuclear migration.
WBGene00259502	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans W03F11.4; moa-1; and chrI_pilon.g304.
WBGene00259503	Is predicted to encode a protein with the following domains: Calponin homology (CH) domain; Calponin homology domain; and CH domain superfamily.
WBGene00259504	Predicted to enable ATP binding activity; ATP hydrolysis activity; and unfolded protein binding activity. Predicted to be involved in protein folding. Is an ortholog of C. elegans cct-3 and chrII_pilon.g3619.
WBGene00259505	none available
WBGene00259506	Is predicted to encode a protein with the following domains: Rogdi leucine zipper containing protein and RAVE subunit 2/Rogdi. Is an ortholog of C. elegans H14A12.3 and chrIII_pilon.g8166.
WBGene00259507	Predicted to enable protein dimerization activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrIII_pilon.g6731 and mxl-2. In C. elegans, mxl-2 is involved in determination of adult lifespan.
WBGene00259508	Predicted to enable GTP binding activity and GTPase activity. Is an ortholog of C. elegans chrIII_pilon.g9016 and rab-35. In C. elegans, rab-35 is involved in endocytic recycling.
WBGene00259509	Is an ortholog of C. elegans Y54G9A.7 and chrII_pilon.g6409.
WBGene00259510	Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be part of CCR4-NOT core complex. Is an ortholog of C. elegans chrII_pilon.g4234 and ntl-2.
WBGene00259511	Is predicted to encode a protein with the following domains: Ciliary basal body-associated, B9 protein and B9-type C2 domain. Is an ortholog of C. elegans chrIV_pilon.g9789 and mksr-2. In C. elegans, mksr-2 is involved in several processes, including larval foraging behavior; non-motile cilium assembly; and protein localization to ciliary transition zone.
WBGene00259512	Predicted to enable ATP:ADP antiporter activity. Predicted to be involved in mitochondrial ADP transmembrane transport and mitochondrial ATP transmembrane transport. Predicted to be located in mitochondrial inner membrane. Is an ortholog of C. elegans ant-1.3; ant-1.4; and chrIV_pilon.g11387.
WBGene00259513	Predicted to be part of nuclear pore. Is an ortholog of B. malayi Bm4884.
WBGene00259514	Is predicted to encode a protein with the following domains: Formin Homology 2 Domain; Armadillo-like helical; Formin, FH2 domain; Armadillo-type fold; and Formin, FH2 domain superfamily.
WBGene00259515	Is predicted to encode a protein with the following domains: Formin N-terminal GTPase-binding domain; Armadillo-like helical; and FHOD1, N-terminal GTPase-binding domain. Is an ortholog of C. elegans chrI_pilon.g833; chrI_pilon.g834; and fhod-1.
WBGene00259516	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation.
WBGene00259517	Predicted to enable serine-type endopeptidase inhibitor activity. Predicted to be located in extracellular space. Is an ortholog of C. elegans chrV_pilon.g13110 and srp-2. In C. elegans, srp-2 is involved in negative regulation of cysteine-type endopeptidase activity.
WBGene00259518	Is predicted to encode a protein with the following domains: Uncharacterized coiled-coil protein (DUF2353) and Coiled-coil domain-containing protein 149-A. Is an ortholog of C. elegans ccdc-149 and chrX_pilon.g20080.
WBGene00259519	Predicted to be involved in lipid metabolic process. Is an ortholog of C. elegans Y110A7A.7 and chrI_pilon.g848.
WBGene00259520	Predicted to enable actin binding activity and structural molecule activity. Predicted to be located in cytoskeleton. Is an ortholog of C. elegans chrI_pilon.g2985 and frm-1.
WBGene00259521	none available
WBGene00259522	Predicted to be involved in cobalamin metabolic process. Is an ortholog of C. elegans Y76A2B.5.
WBGene00259523	Predicted to enable metallopeptidase activity. Is an ortholog of C. elegans chrI_pilon.g1674 and sup-17. In C. elegans, sup-17 is involved in several processes, including nematode male tail tip morphogenesis; positive regulation of transforming growth factor beta receptor signaling pathway; and vulval development.
WBGene00259524	Predicted to enable protein dimerization activity. Predicted to be involved in regulation of transcription, DNA-templated and xenobiotic metabolic process. Is an ortholog of C. elegans ahr-1; chrI_pilon.g1831; and chrI_pilon.g1833. In C. elegans, ahr-1 is involved in negative regulation of locomotion and response to xenobiotic stimulus.
WBGene00259525	Predicted to be involved in negative regulation of transcription, DNA-templated. Predicted to be located in nucleus. Is an ortholog of B. malayi Bm10352; Bm10607; and Bm14688.
WBGene00259526	Is predicted to encode a protein with the following domains: FHA domain; Forkhead-associated (FHA) domain; and SMAD/FHA domain superfamily. Is an ortholog of C. elegans B0511.7 and chrI_pilon.g2094.
WBGene00259527	Predicted to enable ion channel activity. Predicted to be involved in ion transport and transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrI_pilon.g1729 and tax-2. In C. elegans, tax-2 is involved in several processes, including G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger; negative regulation of cGMP-mediated signaling; and positive regulation of macromolecule metabolic process.
WBGene00259528	Predicted to be involved in endoplasmic reticulum organization. Predicted to be located in endoplasmic reticulum membrane. Is an ortholog of C. elegans K05C4.2 and chrI_pilon.g2949.
WBGene00259529	none available
WBGene00259530	none available
WBGene00259531	none available
WBGene00259532	Is predicted to encode a protein with the following domains: Guanylate kinase; PDZ domain; L27_1; SH3 domain; SH3 domain; PDZ domain; Guanylate kinase/L-type calcium channel beta subunit; L27-1; P-loop containing nucleoside triphosphate hydrolase; SH3-like domain superfamily; PDZ superfamily; and L27 domain superfamily. Is an ortholog of C. elegans chrX_pilon.g19081 and dlg-1. In C. elegans, dlg-1 is involved in embryo development and zonula adherens assembly.
WBGene00259533	none available
WBGene00259534	none available
WBGene00259535	Predicted to enable cholinesterase activity. Is an ortholog of C. elegans ace-2 and chrI_pilon.g491. In C. elegans, ace-2 is involved in acetylcholine catabolic process; cholinergic synaptic transmission; and regulation of locomotion.
WBGene00259536	Predicted to enable S-methyl-5-thioadenosine phosphorylase activity. Predicted to be involved in nucleoside metabolic process. Is an ortholog of C. elegans B0228.7 and chrII_pilon.g5089.
WBGene00259537	Is an ortholog of C. elegans C49A1.10 and chrI_pilon.g2880.
WBGene00259538	Predicted to enable secondary active sulfate transmembrane transporter activity. Predicted to be involved in sulfate transport and transmembrane transport. Predicted to be located in membrane. Predicted to be integral component of membrane. Is an ortholog of B. malayi Bm13338.
WBGene00259539	none available
WBGene00259540	none available
WBGene00259541	Predicted to enable D-amino-acid oxidase activity and FAD binding activity. Predicted to be involved in D-amino acid metabolic process. Is an ortholog of C. elegans chrIV_pilon.g9830 and daao-1. In C. elegans, daao-1 is involved in obsolete oxidation-reduction process.
WBGene00259542	Is an ortholog of C. elegans C25H3.17 and chrII_pilon.g4581.
WBGene00259543	Is predicted to encode a protein with the following domains: SANT/Myb domain and Homeobox-like domain superfamily.
WBGene00259544	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srd and 7TM GPCR, serpentine receptor class d (Srd).
WBGene00259545	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srd and 7TM GPCR, serpentine receptor class d (Srd).
WBGene00259546	Predicted to enable copper ion binding activity and oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen. Predicted to be involved in melanin biosynthetic process. Is an ortholog of C. elegans chrI_pilon.g1021 and tyr-4.
WBGene00259547	none available
WBGene00259548	Predicted to enable small GTPase binding activity. Predicted to be involved in regulation of actin filament polymerization. Is an ortholog of C. elegans chrIV_pilon.g9526; chrIV_pilon.g9528; and gex-2. In C. elegans, gex-2 is involved in several processes, including embryonic body morphogenesis; positive regulation of clathrin-dependent endocytosis; and positive regulation of oviposition.
WBGene00259549	none available
WBGene00259550	none available
WBGene00259551	Is predicted to encode a protein with the following domains: Immunoglobulin-like fold and Immunoglobulin-like domain superfamily.
WBGene00259552	Is predicted to encode a protein with the following domains: Immunoglobulin-like fold and Immunoglobulin-like domain superfamily.
WBGene00259553	none available
WBGene00259554	none available
WBGene00259555	none available
WBGene00259556	none available
WBGene00259557	none available
WBGene00259558	Is predicted to encode a protein with the following domains: Protein of unknown function (DUF1356) and Protein of unknown function DUF1356, TMEM106. Is an ortholog of B. malayi Bm12942.
WBGene00259559	Is predicted to encode a protein with the following domains: Putative transmembrane family 234 and Putative transmembrane family 234. Is an ortholog of C. elegans F53F10.8 and chrI_pilon.g583.
WBGene00259560	Predicted to enable DNA-binding transcription factor activity and protein dimerization activity. Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be located in cytoplasm and nucleus. Predicted to be part of transcription regulator complex. Is an ortholog of C. elegans aha-1 and chrI_pilon.g1993. In C. elegans, aha-1 is involved in several processes, including cell differentiation; positive regulation of transcription by RNA polymerase II; and social behavior.
WBGene00259561	Predicted to be a structural constituent of ribosome. Predicted to be involved in mitochondrial translation. Is an ortholog of C. elegans chrI_pilon.g1992 and mrpl-34.
WBGene00259562	Predicted to enable anaphase-promoting complex binding activity and ubiquitin-protein transferase activator activity. Predicted to be involved in positive regulation of ubiquitin protein ligase activity. Is an ortholog of C. elegans chrII_pilon.g4519 and fzy-1. In C. elegans, fzy-1 is involved in asymmetric cell division; meiotic cell cycle; and polarity specification of anterior/posterior axis.
WBGene00259563	Predicted to be involved in protein glycosylation. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrIV_pilon.g10713 and ribo-1.
WBGene00259564	none available
WBGene00259565	none available
WBGene00259566	Predicted to enable single-stranded RNA binding activity. Predicted to be involved in regulation of translation. Is an ortholog of C. elegans chrI_pilon.g1440 and gld-1. In C. elegans, gld-1 is involved in negative regulation of nitrogen compound metabolic process; oocyte fate determination; and regulation of reproductive process.
WBGene00259567	Predicted to enable hydrolase activity. Is an ortholog of C. elegans chrIV_pilon.g11323.
WBGene00259568	Predicted to enable ATPase-coupled transmembrane transporter activity. Predicted to be involved in proton transmembrane transport. Predicted to be part of vacuolar proton-transporting V-type ATPase complex.
WBGene00259569	Is predicted to encode a protein with the following domains: BTB/POZ domain; BTB/POZ domain; TRAF-like; and SKP1/BTB/POZ domain superfamily. Is an ortholog of C. elegans bath-40 and chrI_pilon.g2934.
WBGene00259570	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrI_pilon.g2935 and riok-2. In C. elegans, riok-2 is involved in nematode larval development.
WBGene00259571	Predicted to enable hypoxanthine phosphoribosyltransferase activity. Predicted to be involved in purine ribonucleoside salvage. Is an ortholog of C. elegans chrI_pilon.g2936 and hprt-1.
WBGene00259572	Is an ortholog of B. malayi Bm258.
WBGene00259573	Predicted to enable double-stranded telomeric DNA binding activity. Predicted to be involved in positive regulation of transcription, DNA-templated. Predicted to be located in nucleus. Is an ortholog of C. elegans chrI_pilon.g141 and hmbx-1.
WBGene00259574	Is predicted to encode a protein with the following domains: Roadblock/LC7 domain and Roadblock/LAMTOR2 domain.
WBGene00259575	Predicted to enable nucleic acid binding activity.
WBGene00259576	Is predicted to encode a protein with the following domains: SET domain; SET domain; and Post-SET domain. Is an ortholog of B. malayi Bm10440; Bm2716; and Bm5753.
WBGene00259577	Predicted to enable ATP binding activity. Predicted to be integral component of membrane. Is an ortholog of C. elegans catp-1 and chrI_pilon.g2912. In C. elegans, catp-1 is involved in dauer larval development.
WBGene00259578	Predicted to be involved in cell-matrix adhesion.
WBGene00259579	Predicted to be involved in protein transport. Predicted to be located in endoplasmic reticulum membrane. Predicted to be integral component of membrane. Is an ortholog of B. malayi Bma-doxa-1.
WBGene00259580	Predicted to enable protein tyrosine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrII_pilon.g5432 and let-23. In C. elegans, let-23 is involved in several processes, including ovulation; positive regulation of vulval development; and vulval cell fate specification.
WBGene00259581	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane.
WBGene00259582	Predicted to enable ATP binding activity and ATPase-coupled cation transmembrane transporter activity. Predicted to be involved in cation transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans catp-8 and chrIV_pilon.g11862.
WBGene00259583	none available
WBGene00259584	none available
WBGene00259585	none available
WBGene00259586	Predicted to be involved in regulation of transcription, DNA-templated and transforming growth factor beta receptor signaling pathway. Is an ortholog of C. elegans chrIII_pilon.g8464; chrIII_pilon.g8466; and sma-2. In C. elegans, sma-2 is involved in several processes, including male anatomical structure morphogenesis; pharynx development; and regulation of anatomical structure morphogenesis.
WBGene00259587	Predicted to enable flavin adenine dinucleotide binding activity and tRNA dihydrouridine synthase activity. Predicted to be involved in tRNA processing. Is an ortholog of C. elegans Y37E11B.5 and chrIV_pilon.g10004.
WBGene00259588	Predicted to enable hydrolase activity. Is an ortholog of B. malayi Bm10325; Bm9015; and Bm9016.
WBGene00259589	none available
